date,A,B,C,D,E,F,Target
2016-8-10 6:30,4.175,5.144,4.277,222.427,228.016,10.869,55.317917
2016-8-10 6:45,4.379,5.45,5.654,215.96,222.26,8.681,56.119648
2016-8-10 7:00,4.583,5.093,4.634,210.614,225.063,9.403,48.995823
2016-8-10 7:15,4.175,4.94,4.583,212.335,226.511,10.452,46.740093
2016-8-10 7:30,3.818,4.685,4.583,208.553,223.054,10.155,51.246017
2016-8-10 7:45,3.461,4.379,4.685,205.994,218.758,9.059,54.281487
2016-8-10 8:00,3.563,4.634,4.532,206.433,214.474,8.827,59.1613
2016-8-10 8:15,4.022,4.991,4.838,207.945,216.292,8.623,62.77986
2016-8-10 8:30,3.104,4.328,4.94,203.93,214.013,8.881,66.59335
2016-8-10 8:45,3.614,3.767,4.532,205.729,215.944,8.945,71.596794
2016-8-10 9:00,3.053,4.379,4.532,206.597,211.178,9.343,81.96714
2016-8-10 9:15,3.359,4.379,5.093,206.962,214.019,9.347,82.11636
2016-8-10 9:30,3.512,4.889,5.603,211.265,212.195,8.689,75.559166
2016-8-10 9:45,3.308,4.43,5.399,216.068,214.643,9.662,71.19893
2016-8-10 10:00,2.237,3.665,4.583,219.024,218.211,9.478,62.916046
2016-8-10 10:15,3.41,4.226,5.195,218.98,220.198,9.307,59.45988
2016-8-10 10:30,3.971,3.818,3.104,229.274,228.43,10.801,44.918213
2016-8-10 10:45,4.634,3.971,3.614,235.092,236.809,10.477,33.127453
2016-8-10 11:00,2.849,3.206,3.359,271.898,267.785,13.829,24.757223
2016-8-10 11:15,2.951,2.492,2.084,23.065,30.958,91.594,24.665524
2016-8-10 11:30,2.492,2.339,2.112,27.225,20.036,26.8,29.213337
2016-8-10 11:45,2.339,2.033,2.441,28.447,25.422,2.745,34.85832
2016-8-10 12:00,1.653,1.476,1.982,187.604,141.856,40.841,34.83127
2016-8-10 12:15,1.379,0.998,1.704,192.054,234.999,63.699,40.97968
2016-8-10 12:30,1.374,0.697,1.272,337.982,323.851,30.52,44.493763
2016-8-10 12:45,1.449,1.253,2.112,327.572,328.817,24.37,45.615868
2016-8-10 13:00,3.971,4.022,4.328,288.966,284.629,19.3,44.368515
2016-8-10 13:15,3.869,3.767,3.971,255.536,253.124,11.993,49.885033
2016-8-10 13:30,5.348,5.807,5.603,266.404,262.706,14.174,52.325138
2016-8-10 13:45,5.399,5.195,5.399,269.671,269.61,16.194,49.71746
2016-8-10 14:00,4.991,5.042,5.654,283.399,282.421,19.466,55.325954
2016-8-10 14:15,5.756,6.317,6.317,281.928,284.248,19.734,58.319813
2016-8-10 14:30,6.317,6.623,6.776,278.868,277.172,18.396,77.395256
2016-8-10 14:45,6.623,6.878,6.725,271.105,266.544,13.931,69.908745
2016-8-10 15:00,6.164,6.674,7.031,281.075,278.887,17.615,65.855644
2016-8-10 15:15,6.062,6.215,6.674,288.412,284.199,19.461,60.06475
2016-8-10 15:30,5.909,6.521,6.674,269.842,273.122,17.194,54.459545
2016-8-10 15:45,4.736,5.093,5.399,283.254,278.165,18.882,50.386086
2016-8-10 16:00,5.501,5.858,5.501,260.868,258.853,12.309,47.32085
2016-8-10 16:15,5.042,5.45,5.348,268.598,272.43,16.746,40.86528
2016-8-10 16:30,4.379,4.583,4.787,259.535,261.305,13.931,33.18035
2016-8-10 16:45,4.175,4.532,4.787,273.229,274.352,16.307,43.37781
2016-8-10 17:00,5.603,6.215,6.623,270.595,273.236,16.248,37.194157
2016-8-10 17:15,5.246,5.297,5.603,269.636,273.477,17.449,45.24756
2016-8-10 17:30,5.195,5.909,5.96,284.127,282.741,19.035,36.910778
2016-8-10 17:45,4.889,5.144,5.552,280.15,280.776,20.453,27.853312
2016-8-10 18:00,4.583,4.736,4.736,286.138,283.455,20.478,28.202698
2016-8-10 18:15,4.175,4.787,5.093,279.636,277.676,20.182,25.285673
2016-8-10 18:30,4.532,5.042,5.654,278.621,277.825,23.008,22.12265
2016-8-10 18:45,3.92,4.532,4.889,267.216,268.584,20.516,18.596134
2016-8-10 19:00,3.563,3.971,4.073,259.785,258.989,13.571,13.749169
2016-8-10 19:15,3.308,3.461,3.767,264.603,262.56,15.657,8.840063
2016-8-10 19:30,3.41,3.614,4.073,265.617,263.371,14.778,6.925729
2016-8-10 19:45,2.186,2.237,2.084,246.732,256.48,13.763,4.297347
2016-8-10 20:00,2.084,2.339,1.806,238.149,242.364,10.933,2.214589
2016-8-10 20:15,2.237,2.033,2.288,201.918,216.587,9.624,3.847703
2016-8-10 20:30,2.696,2.747,2.696,218.837,227.508,9.294,4.946294
2016-8-10 20:45,2.492,2.849,3.308,190.323,214.194,8.96,5.531766
2016-8-10 21:00,3.257,3.206,3.308,195.908,217.271,8.959,11.153581
2016-8-10 21:15,3.359,4.022,3.563,216.746,229.979,10.422,12.49506
2016-8-10 21:30,2.594,3.308,2.441,227.446,234.516,10.658,9.343761
2016-8-10 21:45,2.39,2.645,2.112,227.649,236.163,11.522,9.133671
2016-8-10 22:00,3.155,3.359,2.747,215.287,230.474,9.983,11.508292
2016-8-10 22:15,4.175,3.767,4.226,206.992,217.662,9.153,15.022468
2016-8-10 22:30,4.175,4.889,4.94,213.746,217.299,9.701,20.15351
2016-8-10 22:45,4.022,4.328,3.665,220.694,231.575,10.687,18.790413
2016-8-10 23:00,3.716,4.124,4.175,212.159,224.45,9.762,16.255177
2016-8-10 23:15,3.869,4.736,4.736,211.219,220.208,9.325,17.270258
2016-8-10 23:30,3.92,4.073,3.512,211.057,225.494,10.322,17.77434
2016-8-10 23:45,4.532,4.328,3.308,213.422,228.038,10.505,20.265377
2016-8-11 0:00,4.226,4.532,3.716,213.897,230.868,10.156,24.069199
2016-8-11 0:15,3.563,3.971,3.716,225.472,245.773,12.442,23.066236
2016-8-11 0:30,3.767,4.736,4.277,222.583,251.466,13.027,19.662058
2016-8-11 0:45,3.818,4.226,3.308,223.439,248.904,12.306,21.163864
2016-8-11 1:00,4.379,4.175,2.696,214.281,234.234,11.539,22.01314
2016-8-11 1:15,4.175,4.073,2.849,215.51,234.364,11.122,22.37217
2016-8-11 1:30,3.92,4.022,2.543,211.228,234.328,11.093,23.997564
2016-8-11 1:45,3.716,4.175,4.379,226.364,252.023,14.263,23.269447
2016-8-11 2:00,3.614,3.92,2.441,220.32,242.774,11.41,21.671005
2016-8-11 2:15,4.175,4.838,3.257,216.423,232.841,10.75,18.560972
2016-8-11 2:30,4.022,4.532,3.614,207.024,224.021,9.952,19.119192
2016-8-11 2:45,4.277,4.685,3.461,209.931,226.22,10.208,21.670572
2016-8-11 3:00,4.583,4.583,2.645,216.579,230.963,10.728,26.335667
2016-8-11 3:15,4.634,4.379,2.9,215.49,231.805,10.733,27.021965
2016-8-11 3:30,4.583,4.736,4.124,209.915,227.084,9.911,35.223217
2016-8-11 3:45,4.481,4.889,3.92,213.264,224.999,10.346,56.314354
2016-8-11 4:00,5.552,6.47,6.113,207.977,211.194,8.481,58.209934
2016-8-11 4:15,4.532,5.807,5.909,212.434,216.078,8.801,67.51314
2016-8-11 4:30,4.889,5.858,6.011,216.951,224.763,9.081,75.035736
2016-8-11 4:45,4.991,5.909,6.674,210.143,219.159,9.049,75.739
2016-8-11 5:00,4.328,5.297,5.042,218.461,221.114,9.214,89.31131
2016-8-11 5:15,3.869,5.093,5.246,221.743,224.691,9.768,82.01303
2016-8-11 5:30,3.563,4.379,3.869,215.644,224.422,10.069,69.37605
2016-8-11 5:45,2.951,3.767,3.614,213.833,225.288,10.084,68.91789
2016-8-11 6:00,2.9,3.767,4.277,211.225,220.643,9.522,63.07521
2016-8-11 6:15,2.798,3.512,3.257,209.364,222.64,9.748,55.233185
2016-8-11 6:30,3.155,3.869,3.512,211.962,222.585,10.273,38.479187
2016-8-11 6:45,0.223,0,1.272,259.382,225.887,13.866,35.776352
2016-8-11 7:00,1.351,0.325,1.81,119.776,93.976,8.805,41.211594
2016-8-11 7:15,2.441,2.543,3.92,181.578,206.425,8.987,59.51824
2016-8-11 7:30,3.818,4.736,6.011,202.162,214.853,8.879,72.54207
2016-8-11 7:45,4.94,5.807,6.317,204.196,211.097,8.558,67.62362
2016-8-11 8:00,4.838,6.011,6.674,203.254,204.696,8.267,62.4281
2016-8-11 8:15,4.379,5.501,5.246,203.775,206.131,8.886,44.406254
2016-8-11 8:30,2.696,4.226,4.379,198.397,202.158,8.68,36.74087
2016-8-11 8:45,2.543,3.512,3.869,202.087,206.544,8.85,24.016088
2016-8-11 9:00,0,0,1.829,207.07,215.031,7.945,21.429138
2016-8-11 9:15,0,0,2.645,206.562,215.029,7.11,26.466785
2016-8-11 9:30,0.297,1.3,3.41,128.493,196.408,8.237,30.004906
2016-8-11 9:45,1.727,2.39,3.155,203.692,217.121,9.417,30.204826
2016-8-11 10:00,2.033,2.543,2.645,224.782,233.15,9.673,30.525745
2016-8-11 10:15,3.155,3.155,2.645,235.572,233.667,10.372,24.439678
2016-8-11 10:30,3.002,2.367,2.441,241.94,244.773,10.658,23.512426
2016-8-11 10:45,2.645,2.543,2.543,247.236,238.655,11.422,23.801744
2016-8-11 11:00,3.155,2.9,2.849,239.463,243.084,11.336,37.069748
2016-8-11 11:15,4.685,4.889,5.501,254.836,256.305,13.212,39.467648
2016-8-11 11:30,5.552,5.705,5.501,254.387,255.756,12.369,28.075531
2016-8-11 11:45,3.41,3.665,3.716,273.805,272.064,18.788,30.650656
2016-8-11 12:00,4.226,3.818,3.614,247.62,252.785,11.492,30.924639
2016-8-11 12:15,4.073,4.124,4.124,245.425,246.201,11.293,37.789253
2016-8-11 12:30,4.583,4.685,5.042,221.988,220.429,9.018,44.90431
2016-8-11 12:45,4.43,4.277,4.532,245.226,242.429,10.992,55.905704
2016-8-11 13:00,5.093,4.94,4.583,245.87,242.18,10.996,53.415897
2016-8-11 13:15,5.705,5.501,5.807,266.176,261.575,13.337,59.701138
2016-8-11 13:30,5.603,5.705,5.501,262.214,260.002,13.742,60.1631
2016-8-11 13:45,4.736,5.144,5.552,280.775,271.377,18.393,50.174896
2016-8-11 14:00,3.971,4.328,4.787,262.989,271.105,16.014,54.628284
2016-8-11 14:15,5.144,5.603,5.654,270.636,271.754,16.75,48.297024
2016-8-11 14:30,5.45,5.501,5.909,273.892,273.09,16.051,46.399746
2016-8-11 14:45,4.328,4.634,5.093,270.227,268.382,18.236,37.11552
2016-8-11 15:00,4.481,4.634,4.787,289.892,286.698,21.427,27.791433
2016-8-11 15:15,3.461,3.869,4.328,295.534,291.17,21.291,26.365297
2016-8-11 15:30,4.175,4.379,4.685,307.419,306.464,23.259,26.331469
2016-8-11 15:45,3.716,3.92,4.073,272.496,272.746,19.485,26.725174
2016-8-11 16:00,4.685,5.042,5.552,273.527,270.95,17.59,25.633648
2016-8-11 16:15,4.124,4.43,4.94,272.484,273.827,18.023,23.234177
2016-8-11 16:30,3.206,3.257,3.665,319.775,312.511,24.295,25.716345
2016-8-11 16:45,3.767,3.818,3.818,317.006,309.769,23.95,26.08209
2016-8-11 17:00,3.971,3.971,4.328,282.807,281.491,20.975,19.914337
2016-8-11 17:15,3.767,3.716,4.277,291.872,290.296,22.387,19.879057
2016-8-11 17:30,4.175,3.971,3.971,269.285,272.319,17.294,16.396284
2016-8-11 17:45,3.665,3.818,3.92,290.252,289.874,21.616,17.520676
2016-8-11 18:00,2.798,2.288,2.645,283.761,281.03,20.048,19.787983
2016-8-11 18:15,3.359,3.512,3.767,273.472,271.71,18.233,15.696374
2016-8-11 18:30,4.175,4.379,4.736,261.787,261.94,15.566,11.605805
2016-8-11 18:45,3.206,3.614,3.716,285.033,278.062,21.424,6.838773
2016-8-11 19:00,2.798,3.206,3.512,286.455,283.953,21.2,3.024753
2016-8-11 19:15,1.143,1.17,1.778,304.478,318.403,32.288,1.711981
2016-8-11 19:30,0.074,0.873,2.033,311.467,324.433,29.301,1.681093
2016-8-11 19:45,0.372,2.39,2.9,313.891,336.384,37.008,1.607503
2016-8-11 20:00,0,0.348,1.829,314.433,335.745,85.722,0.98728
2016-8-11 20:15,0,0.223,2.339,314.447,15.27,344.118,0.787729
2016-8-11 20:30,0,0,1.221,314.403,15.237,344.126,0.803997
2016-8-11 20:45,0.372,0,0.971,314.45,15.296,344.067,0.821393
2016-8-11 21:00,0,0,0.669,314.266,15.308,344.036,0.78865
2016-8-11 21:15,0,0,0.595,314.208,15.319,344.074,0.761219
2016-8-11 21:30,0.52,1.068,1.829,101.068,62.948,5.154,0.542472
2016-8-11 21:45,1.421,1.472,2.39,106.816,97.664,6.5,0.624258
2016-8-11 22:00,2.492,2.441,3.206,130.192,122.654,6.64,2.10595
2016-8-11 22:15,2.645,2.237,2.645,75.136,85.665,6.616,3.007846
2016-8-11 22:30,2.288,2.696,3.41,129.796,126.554,6.44,2.538857
2016-8-11 22:45,2.798,2.084,2.951,124.326,129.826,6.416,2.302553
2016-8-11 23:00,2.849,2.441,3.308,122.244,136.016,7.091,6.465769
2016-8-11 23:15,3.818,3.869,4.838,135.434,150.47,6.994,11.793195
2016-8-11 23:30,3.92,3.512,4.889,142.835,156.007,7.324,13.117314
2016-8-11 23:45,4.124,4.379,5.297,133.378,146.892,7.256,12.122577
2016-8-12 0:00,4.43,4.991,4.94,137.629,144.426,7.062,9.214245
2016-8-12 0:15,4.328,4.481,4.685,137.023,150.908,7.206,6.987419
2016-8-12 0:30,1.88,3.767,4.634,149.477,146.694,7.113,4.021119
2016-8-12 0:45,1.778,3.257,4.175,147.26,146.425,6.646,2.304288
2016-8-12 1:00,2.543,3.665,4.277,145.014,145.885,7.095,2.071824
2016-8-12 1:15,3.614,5.501,3.92,127.028,140.915,7.14,2.158966
2016-8-12 1:30,4.022,4.583,3.563,128.451,149.255,7.034,3.51054
2016-8-12 1:45,3.512,4.073,3.308,132.926,153.431,7.133,3.558112
2016-8-12 2:00,1.147,2.135,4.124,157.842,156.956,6.855,2.450523
2016-8-12 2:15,2.9,3.665,3.308,155.684,170.57,6.928,1.746992
2016-8-12 2:30,1.022,1.778,2.492,135.156,159.85,6.979,1.293659
2016-8-12 2:45,2.594,2.033,2.339,132.588,162.264,6.915,2.173074
2016-8-12 3:00,2.288,3.155,3.308,137.146,147.817,6.862,3.857794
2016-8-12 3:15,3.155,3.614,3.614,142.239,155.29,7.023,4.976385
2016-8-12 3:30,3.563,3.971,3.461,137.889,145.689,7.124,4.848192
2016-8-12 3:45,3.614,4.379,3.461,134.614,147.748,7.321,5.831802
2016-8-12 4:00,0.348,1.653,4.073,150.26,136.055,6.836,6.046395
2016-8-12 4:15,1.532,3.308,3.716,139.812,137.17,6.608,9.010717
2016-8-12 4:30,1.402,3.512,4.022,129.751,134.21,6.575,9.505147
2016-8-12 4:45,3.155,3.359,4.379,123.489,125.563,6.656,9.598449
2016-8-12 5:00,2.135,2.951,4.277,126.935,122.091,6.624,13.723279
2016-8-12 5:15,1.727,2.747,4.328,125.032,117.609,7.027,14.761108
2016-8-12 5:30,1.551,3.971,3.155,144.656,134.962,6.668,14.835602
2016-8-12 5:45,2.951,4.226,3.665,136.219,125.634,7.214,17.93971
2016-8-12 6:00,3.053,4.328,5.042,134.94,126.081,7.158,17.527514
2016-8-12 6:15,2.798,3.461,4.379,139.575,129.024,6.677,20.921644
2016-8-12 6:30,2.339,3.308,3.818,117.507,128.966,6.883,24.050535
2016-8-12 6:45,2.288,3.461,4.532,131.195,123.908,6.751,22.014702
2016-8-12 7:00,2.747,3.614,4.787,130.63,122.382,6.657,23.64786
2016-8-12 7:15,3.563,3.869,4.175,121.171,112.981,7.046,26.739689
2016-8-12 7:30,1.574,2.339,3.818,88.734,103.896,6.985,19.64663
2016-8-12 7:45,1.829,2.288,2.9,81.366,91.557,6.512,8.417056
2016-8-12 8:00,0.372,1.221,3.155,151.004,133.156,7.06,7.787173
2016-8-12 8:15,1.296,0.646,3.104,114.386,137.619,7.029,12.027306
2016-8-12 8:30,2.186,2.39,3.206,92.625,81.784,6.958,18.998161
2016-8-12 8:45,2.033,1.982,1.931,75.505,78.485,6.651,12.567914
2016-8-12 9:00,0.223,0,0.748,118.81,78.518,6.746,10.085192
2016-8-12 9:15,0,1.931,1.523,118.746,78.438,6.463,13.888437
2016-8-12 9:30,2.288,3.359,2.441,80.517,72.336,5.95,16.152021
2016-8-12 9:45,1.778,2.696,3.665,78.104,63.333,5.806,16.36281
2016-8-12 10:00,2.645,3.767,4.736,64.663,58.197,6.58,18.15309
2016-8-12 10:15,3.257,3.308,3.971,67.476,66.721,6.916,13.458236
2016-8-12 10:30,2.594,2.441,2.798,82.47,79.657,7.582,7.69127
2016-8-12 10:45,2.747,2.951,3.053,74.267,75.658,7.33,5.173443
2016-8-12 11:00,2.39,2.186,2.645,75.678,74.006,7.952,7.021042
2016-8-12 11:15,1.323,1.245,1.931,78.511,63.24,5.874,5.04544
2016-8-12 11:30,2.951,2.9,3.359,79.403,77.558,8.237,4.517554
2016-8-12 11:45,3.359,3.053,3.818,72.322,76.232,8.35,2.227362
2016-8-12 12:00,2.39,2.441,3.104,80.194,74.76,7.859,1.603479
2016-8-12 12:15,2.594,2.39,3.002,72.969,70.689,7.734,1.614795
2016-8-12 12:30,2.339,2.441,3.053,62.457,65.612,7.618,2.315228
2016-8-12 12:45,2.594,2.645,2.849,53.45,54.08,5.96,2.38287
2016-8-12 13:00,2.441,2.339,2.339,40.608,40.244,4.361,2.813551
2016-8-12 13:15,2.492,2.696,3.155,46.899,30.127,3.395,4.549467
2016-8-12 13:30,3.257,2.696,3.155,26.838,27.81,3.28,3.56596
2016-8-12 13:45,2.849,2.849,3.002,41.854,40.569,3.657,2.313454
2016-8-12 14:00,2.798,2.543,3.41,29.702,28.545,3.462,4.586693
2016-8-12 14:15,3.206,3.461,3.665,47.425,49.045,4.729,5.739917
2016-8-12 14:30,2.696,2.645,3.155,51.12,48.316,4.366,3.73644
2016-8-12 14:45,2.849,2.849,3.257,34.115,39.751,4.606,1.495606
2016-8-12 15:00,2.798,2.9,3.257,42.627,40.246,4.421,1.007259
2016-8-12 15:15,2.645,2.492,2.9,46.709,48.6,5.621,0.676461
2016-8-12 15:30,2.9,2.951,3.257,72.524,67.948,6.698,0.866094
2016-8-12 15:45,2.084,1.527,2.288,64.868,65.199,6.132,1.580619
2016-8-12 16:00,1.931,1.959,2.339,82.794,74.382,6.052,1.693543
2016-8-12 16:15,2.033,2.39,2.492,77.285,80.498,7.244,1.334527
2016-8-12 16:30,1.857,1.731,2.135,77.491,71.31,5.754,1.036135
2016-8-12 16:45,0.869,0.223,1.449,21.305,18.946,12.624,0.844536
2016-8-12 17:00,0.998,1.1,1.676,37.107,30.75,3.911,0.726608
2016-8-12 17:15,0.92,0.074,1.37,348.516,4.053,1.527,0.672423
2016-8-12 17:30,1.147,1.175,1.982,305.907,160.097,244.165,0.619658
2016-8-12 17:45,2.747,2.492,2.594,26.701,30.178,3.436,1.489709
2016-8-12 18:00,2.339,2.135,2.594,36.403,35.212,3.63,6.640811
2016-8-12 18:15,5.45,5.195,5.399,33.531,34.241,3.823,14.629979
2016-8-12 18:30,4.889,4.787,5.297,48.1,49.166,4.747,25.309898
2016-8-12 18:45,3.716,4.379,5.246,42.677,43.286,4.675,28.211788
2016-8-12 19:00,3.818,4.583,5.246,44.38,45.136,5.239,34.588535
2016-8-12 19:15,3.308,4.073,5.552,57.682,52.834,6.331,44.062954
2016-8-12 19:30,3.104,4.073,5.603,65.635,62.658,7.084,44.298653
2016-8-12 19:45,2.288,3.767,5.195,70.66,59.897,7.46,50.052345
2016-8-12 20:00,4.685,5.756,6.572,63.302,61.364,6.853,64.70631
2016-8-12 20:15,4.685,5.297,6.317,68.866,68.161,6.82,67.11854
2016-8-12 20:30,3.818,4.685,6.011,68.231,65.657,7.79,58.87486
2016-8-12 20:45,4.226,4.991,6.215,81.679,79.307,7.224,46.4863
2016-8-12 21:00,2.9,3.767,4.787,77.949,74.276,7.066,34.29655
2016-8-12 21:15,1.778,2.492,3.461,64.892,61.572,6.374,26.920656
2016-8-12 21:30,2.084,2.645,3.665,94.665,88.171,7.414,19.733198
2016-8-12 21:45,2.288,3.053,3.971,79.641,76.698,7.144,16.325468
2016-8-12 22:00,2.441,3.257,3.869,68.462,68.513,6.514,20.321243
2016-8-12 22:15,2.492,2.951,3.257,70.055,64.143,6.27,25.150658
2016-8-12 22:30,3.104,4.277,5.093,76.761,75.672,7.696,21.82696
2016-8-12 22:45,3.461,3.869,4.838,70.814,70.918,7.012,26.29068
2016-8-12 23:00,3.002,3.206,4.175,76.048,78.144,7.005,30.370277
2016-8-12 23:15,3.308,3.92,4.991,88.601,92.818,7.22,41.15537
2016-8-12 23:30,3.971,4.838,5.603,93.59,92.757,7.538,36.310337
2016-8-12 23:45,3.41,3.971,4.991,101.099,97.595,7.066,32.202904
2016-8-13 0:00,3.053,3.716,4.634,95.714,93.781,7.066,28.520721
2016-8-13 0:15,3.41,3.92,5.093,81.92,80.224,8.295,24.465921
2016-8-13 0:30,3.767,4.277,5.195,84.035,80.023,9.157,26.333803
2016-8-13 0:45,3.869,4.226,5.195,94.526,91.522,7.956,25.433949
2016-8-13 1:00,4.022,4.379,5.093,94.313,90.322,7.521,15.903012
2016-8-13 1:15,2.441,2.39,3.41,82.05,80.86,7.04,14.267014
2016-8-13 1:30,2.696,3.104,3.563,81.316,79.787,7.078,14.874784
2016-8-13 1:45,3.359,3.971,4.532,78.782,77.66,6.855,20.603903
2016-8-13 2:00,3.257,3.665,4.328,102.12,97.212,7.342,24.96095
2016-8-13 2:15,3.257,3.971,4.685,97.994,97.036,7.567,27.72975
2016-8-13 2:30,2.951,3.869,4.583,87.397,85.753,8.711,30.896297
2016-8-13 2:45,3.41,4.277,4.889,78.555,77.549,7.791,39.69602
2016-8-13 3:00,4.226,4.94,5.96,87.667,83.529,7.464,53.480858
2016-8-13 3:15,5.756,6.368,7.082,81.03,79.889,7.131,58.04184
2016-8-13 3:30,4.787,5.093,6.011,85.531,83.852,7.208,65.21649
2016-8-13 3:45,5.501,6.215,6.929,82.977,81.836,6.932,51.930885
2016-8-13 4:00,4.328,4.991,5.654,86.421,81.283,7.102,44.708138
2016-8-13 4:15,4.175,4.838,5.45,59.777,63.688,5.659,57.220245
2016-8-13 4:30,5.348,6.062,6.47,74.983,76.859,6.864,96.81297
2016-8-13 4:45,8.255,9.071,9.377,77.517,74.872,6.682,129.21335
2016-8-13 5:00,6.419,7.184,7.847,79.621,70.109,6.748,163.53755
2016-8-13 5:15,9.122,9.989,11.366,66.88,64.158,5.811,193.06343
2016-8-13 5:30,9.479,10.346,11.672,62.611,57.735,5.275,195.9496
2016-8-13 5:45,10.754,11.417,11.978,51.647,51.656,4.841,195.24774
2016-8-13 6:00,11.621,13.1,14.273,64.435,62.317,5.837,194.85243
2016-8-13 6:15,12.182,12.896,13.814,69.466,69.512,6.286,197.13138
2016-8-13 6:30,11.978,12.539,13.61,74.305,69.976,6.566,197.23915
2016-8-13 6:45,10.856,12.131,12.692,72.07,73.439,6.528,177.62198
2016-8-13 7:00,11.927,12.794,13.712,72.991,71.653,6.753,168.5592
2016-8-13 7:15,11.621,12.641,13.967,72.955,67.211,6.374,167.92813
2016-8-13 7:30,12.896,14.171,14.936,74.135,71.514,6.579,158.73265
2016-8-13 7:45,12.488,14.018,15.446,81.002,76.236,7.172,164.69563
2016-8-13 8:00,12.998,14.732,14.681,80.977,80.945,7.01,169.05496
2016-8-13 8:15,12.794,14.069,14.936,84.652,83.591,6.863,152.63727
2016-8-13 8:30,11.519,13.049,14.528,87.335,86.617,6.882,119.21121
2016-8-13 8:45,10.142,11.366,12.59,81.597,78.48,7.094,111.000626
2016-8-13 9:00,10.295,10.499,12.029,75.575,70.282,6.781,110.74097
2016-8-13 9:15,11.621,11.927,13.304,71.097,69.825,6.45,116.18012
2016-8-13 9:30,11.876,13.61,14.579,76.028,75.876,6.321,133.34047
2016-8-13 9:45,11.417,12.08,12.386,81.284,79.632,6.77,149.08453
2016-8-13 10:00,11.162,12.794,13.661,88.647,87.256,6.872,144.46948
2016-8-13 10:15,10.703,11.315,11.723,89.823,90.872,6.53,135.41254
2016-8-13 10:30,9.887,10.856,12.08,90.241,88.116,6.748,126.713104
2016-8-13 10:45,9.785,10.091,10.703,82.535,83.236,6.558,118.58763
2016-8-13 11:00,7.949,8.714,9.275,87.473,87.774,6.704,114.08489
2016-8-13 11:15,9.53,9.938,10.754,87.213,83.55,6.226,105.95881
2016-8-13 11:30,9.683,9.989,10.499,89.054,87.88,6.602,100.058495
2016-8-13 11:45,10.244,10.346,10.754,101.826,99.25,6.247,98.74599
2016-8-13 12:00,10.142,10.55,11.264,96.642,95.429,6.516,98.073235
2016-8-13 12:15,10.856,10.958,11.264,98.533,96.808,6.343,97.70227
2016-8-13 12:30,9.122,10.448,10.958,95.984,95.245,6.476,97.35373
2016-8-13 12:45,9.632,10.346,11.009,97.165,94.121,6.3,96.36782
2016-8-13 13:00,8.153,9.734,10.193,87.485,87.279,6.354,97.15149
2016-8-13 13:15,9.53,10.193,10.601,92.371,89.419,6.343,99.01672
2016-8-13 13:30,9.071,9.938,10.346,89.472,88.658,6.262,98.76503
2016-8-13 13:45,8.51,8.561,9.071,96.988,96.292,6.279,99.59992
2016-8-13 14:00,8.867,9.275,9.989,87.975,84.583,6.276,99.97889
2016-8-13 14:15,8.204,8.816,9.326,84.561,86.364,6.255,100.15379
2016-8-13 14:30,8.459,8.867,9.275,87.026,87.356,6.245,99.543015
2016-8-13 14:45,8.306,8.867,9.683,92.001,92.045,6.455,99.730064
2016-8-13 15:00,8.459,8.918,9.836,88.874,89.111,6.278,100.0939
2016-8-13 15:15,9.326,9.275,9.479,91.147,88.684,6.244,100.1831
2016-8-13 15:30,9.275,9.989,10.295,87.452,88.671,6.242,101.77902
2016-8-13 15:45,8.663,8.918,9.479,96.876,94.632,6.2,102.18808
2016-8-13 16:00,9.479,10.091,10.193,91.492,88.851,6.321,103.9793
2016-8-13 16:15,7.796,8.51,8.612,86.917,87.44,6.253,102.70755
2016-8-13 16:30,7.694,7.796,8.408,72.696,69.615,6.257,101.99988
2016-8-13 16:45,7.592,8.255,8.357,75.403,75.946,6.294,101.907646
2016-8-13 17:00,7.592,7.898,7.949,87.481,86.613,6.325,103.65143
2016-8-13 17:15,8.051,8.255,8.51,88.186,87.092,6.426,100.80518
2016-8-13 17:30,6.368,6.623,6.776,91.67,86.178,6.397,78.55178
2016-8-13 17:45,6.113,6.215,6.623,97.61,95.186,6.339,87.094765
2016-8-13 18:00,7.337,7.694,8.051,101.462,103.591,6.314,122.0154
2016-8-13 18:15,6.929,7.592,8.102,105.254,103.285,6.353,93.70019
2016-8-13 18:30,2.951,3.104,3.767,86.021,86.693,6.299,20.90816
2016-8-13 18:45,3.512,3.563,4.073,69.122,71.222,6.026,17.603134
2016-8-13 19:00,3.614,3.818,4.328,50.562,51.078,5.022,25.092628
2016-8-13 19:15,3.359,3.716,3.869,36.004,38.204,3.962,33.446095
2016-8-13 19:30,4.532,4.532,4.838,40.345,43.056,4.018,38.94667
2016-8-13 19:45,4.226,4.634,5.654,65.883,65.946,6.033,48.379337
2016-8-13 20:00,3.41,4.379,5.705,86.068,80.778,6.598,60.970478
2016-8-13 20:15,3.002,3.869,5.093,115.59,107.05,6.478,71.323425
2016-8-13 20:30,3.257,3.869,5.399,114.96,107.571,6.309,67.00841
2016-8-13 20:45,3.563,4.991,5.858,111.534,107.345,6.46,55.3903
2016-8-13 21:00,3.359,3.971,5.246,89.655,90.814,6.629,48.761536
2016-8-13 21:15,1.727,3.104,4.583,112.295,107.334,6.492,34.396126
2016-8-13 21:30,3.257,4.022,4.685,138.686,131.262,6.456,24.271881
2016-8-13 21:45,4.328,4.787,5.552,144.976,144.01,6.836,19.67196
