date,hight,lowt,meant,sidu,fallrain,Target
2013-4-26,22.5,19.6,20.7,93,13.8,675452.4623
2013-4-27,25.2,19.5,21.5,81,0,655720.1625
2013-4-28,26.6,21.5,23.4,82,0,614869.2443
2013-4-29,28.2,22.8,25.1,82,0,644000.7017
2013-4-30,29.3,21.4,24.4,90,22.9,565800.8707
2013-5-1,26.7,20,22.6,84,0,335173.6208
2013-5-2,21.3,18.3,19.9,69,0.5,509380.0983
2013-5-3,20.9,18,19.3,80,0.5,620341.7478
2013-5-4,21.7,17.7,19.2,90,0.8,626591.2349
2013-5-5,26.9,19.4,22,84,0.9,561828.2519
2013-5-6,27.5,22.5,24.2,84,0,653286.5884
2013-5-7,27.9,22.1,24.7,82,0.6,693183.9893
2013-5-8,24.9,21,23.4,89,112,692171.34
2013-5-9,30.6,22.4,26,86,2.8,715844.828
2013-5-10,28.6,22.9,24.9,92,48.1,722595.0635
2013-5-11,30.4,23.1,26.1,83,0,695627.3663
2013-5-12,29.7,24.6,25.9,86,0,575861.7365
2013-5-13,31,23.8,26.5,82,0,703850.5424
2013-5-14,30.8,24.4,26.9,82,0,748469.2939
2013-5-15,31.3,26.3,28.3,82,0,769831.408
2013-5-16,29.3,23.4,27.3,87,23.9,763175.7135
2013-5-17,29.1,23.8,26.1,91,25.9,752699.1812
2013-5-18,32.4,26,28.7,87,0.5,751809.6391
2013-5-19,32.5,24,29,83,33.7,642974.4156
2013-5-20,30.7,22.9,25.9,92,48.4,742145.4418
2013-5-21,27.6,23.4,25.1,95,7.5,745419.1603
2013-5-22,26.2,23.8,24.8,97,101.4,727848.588
2013-5-23,30.5,24.4,26.5,88,0,748626.7883
2013-5-24,31.8,24.6,27.6,83,0.3,774502.6997
2013-5-25,28.8,24.4,26.4,89,5.5,725402.0784
2013-5-26,29.6,23.6,26.7,88,8.3,605496.0419
2013-5-27,32,27.3,28.9,84,0,756747.881
2013-5-28,32.5,26.7,29.4,81,0,811839.2398
2013-5-29,32.2,27.6,29.5,79,2.8,826822.1534
2013-5-30,32.9,26.7,29.4,78,0,826687.7248
2013-5-31,33.8,26.6,29.7,75,0,812676.2877
2013-6-1,33.8,26.2,29.7,74,0,757326.8499
2013-6-2,34.1,26.1,30,72,0,657787.7952
2013-6-3,35,27,29.9,72,0,800892.7935
2013-6-4,32.5,25.1,27.8,83,9.7,812329.221
2013-6-5,31.3,23.9,26.3,87,21.8,783976.1236
2013-6-6,30.8,24.6,27,84,1.1,781950.5674
2013-6-7,31.9,25.3,28.7,80,1.6,817341.0609
2013-6-8,32.2,27.3,29,81,0.2,810579.2166
2013-6-9,32.5,27.5,29.2,83,0.7,746504.8587
2013-6-10,30.9,24.4,27.5,91,15.7,774740.471
2013-6-11,26.2,21.6,23.6,91,15.4,651179.5106
2013-6-12,28.3,22.4,24.5,75,0,389404.0972
2013-6-13,27.2,22.9,24.7,76,0.2,613533.9793
2013-6-14,28.2,23.6,25.3,86,2.5,712155.6431
2013-6-15,26.8,24.7,25.6,95,13.5,698038.6361
2013-6-16,30.9,25.4,27.7,86,3.5,626232.2369
2013-6-17,32.1,26.3,28.6,82,0.4,761573.0569
2013-6-18,33.7,26.1,29.4,76,0,817728.3574
2013-6-19,35,26.7,30.1,74,0,848044.4084
2013-6-20,36.3,27.5,31.1,70,0,869885.4717
2013-6-21,35,26.8,30.1,73,3,870511.9467
2013-6-22,30.1,25.3,27.9,82,4.7,798115.6041
2013-6-23,30.1,24.9,27.1,88,16.2,663065.4165
2013-6-24,27.8,24.5,25.8,94,18.6,740066.1245
2013-6-25,31.5,26.4,28.8,83,0.9,797830.8141
2013-6-26,32.3,28,29.7,78,0,831290.3272
2013-6-27,32.4,27.9,29.8,77,0,848345.6671
2013-6-28,32.3,28.1,29.7,78,0,844531.2331
2013-6-29,32.8,28.2,29.9,76,0,797737.5683
2013-6-30,33.9,26.8,29.9,77,4.2,671432.6505
2013-7-1,32,25.2,28.1,78,22.6,771955.0486
2013-7-2,31.9,24.7,27.7,81,4.2,809576.7306
2013-7-3,32.3,26,29,76,0,840544.0977
2013-7-4,32.5,26.3,29.4,72,0,857137.4637
2013-7-5,34,26.9,29.8,71,0,863141.8591
2013-7-6,31.4,26,28.1,81,6,810201.4747
2013-7-7,31.2,25.3,27.6,84,9.3,669448.0879
2013-7-8,31.7,25.1,28.1,78,0.6,790361.6814
2013-7-9,32.7,25.7,28.9,72,0,832669.0951
2013-7-10,32.1,24.8,27.9,79,6,822238.4132
2013-7-11,33.9,25.5,29.3,73,0,843225.966
2013-7-12,34.7,26.2,30.3,71,0,867859.1719
2013-7-13,35.8,28,31.7,68,0,854544.2161
2013-7-14,32.7,28.8,30.1,76,1.1,715761.8293
2013-7-15,29,23.4,26.6,90,67.4,791433.7381
2013-7-16,27.5,24.1,25.5,93,20,780936.1455
2013-7-17,30.4,24.4,25.9,90,13.4,777881.6063
2013-7-18,32,23.9,26.9,83,0,784602.9783
2013-7-19,31.2,25.9,28.1,80,0,807697.352
2013-7-20,30.8,25.2,26.7,93,22.2,760120.1604
2013-7-21,32,25,27.5,85,0.5,636451.7142
2013-7-22,33,25,28,82,8,779022.7881
2013-7-23,30.9,25.9,27.7,86,9.7,815759.9718
2013-7-24,28.7,25,26.5,89,14.9,793135.2326
2013-7-25,28.8,24.9,25.9,92,12.9,776058.8244
2013-7-26,27.7,23.8,25.8,91,21.5,760939.1979
2013-7-27,31.5,24.9,26.8,88,15.7,736448.664
2013-7-28,31.9,24.8,27.3,85,9,627138.4956
2013-7-29,33.2,24.7,28.3,78,0,768610.9016
2013-7-30,34.1,26.3,29.7,73,0,823763.4885
2013-7-31,34,26.6,29.7,71,0,819877.3791
2013-8-1,32.2,24.6,28.3,78,7.6,803987.8322
2013-8-2,30.2,25.5,27.1,84,5.2,798489.1186
2013-8-3,30.2,25.1,26.8,91,7.6,743514.0744
2013-8-4,32.6,25.7,28.9,78,0,639403.2056
2013-8-5,34.2,25.6,29.5,72,0,801058.7125
2013-8-6,34,26,29.9,72,0,859860.9878
2013-8-7,33.2,26.8,29.2,76,0.6,868358.055
2013-8-8,33.2,26.3,29.3,72,0,858049.5716
2013-8-9,34.8,26.3,30,73,0,876624.1777
2013-8-10,34.6,27.2,29.6,81,0.4,836193.7166
2013-8-11,34.5,24.5,28.8,67,0,683122.3176
2013-8-12,35.1,27.1,30.6,66,0,836135.9799
2013-8-13,30.9,26.3,28.3,82,4.8,850719.1046
2013-8-14,27.7,24.9,25.9,91,20.5,782228.4511
2013-8-15,28.8,25.1,26.9,88,65.4,766368.1571
2013-8-16,27.8,25.1,26.5,93,236.1,751534.9024
2013-8-17,28.7,24.8,26.9,91,27,710139.0535
2013-8-18,28.1,25.3,26.2,96,12.7,602086.0045
2013-8-19,31,25.6,27.4,90,1.2,742091.734
2013-8-20,33.5,25.2,28.1,85,1.4,794189.7755
2013-8-21,33.1,25,28.5,82,0.2,804141.4623
2013-8-22,31,27.6,29.3,80,0.1,821075.6807
2013-8-23,30,24,27.3,88,37,793037.8089
2013-8-24,28.6,24.9,26.9,91,29.5,742219.1698
2013-8-25,30.2,25.6,27,91,16.1,629861.775
2013-8-26,32.8,25,28.1,85,0.1,764338.8663
2013-8-27,34.8,25.9,29.5,78,0,820413.574
2013-8-28,35.3,26,29.8,74,0,841451.3776
2013-8-29,34.7,26.9,29.9,76,0,857997.0138
2013-8-30,29.5,24.1,27.1,89,51.5,794746.349
2013-8-31,29.6,24.5,26.4,91,8.8,712486.6186
2013-9-1,31.3,24,26.8,85,0.1,583441.7314
2013-9-2,32.5,24.6,27.5,84,1.3,735313.1603
2013-9-3,28.3,24.8,25.8,92,18.7,767486.5788
2013-9-4,25.5,24.3,25,94,18.8,737251.1741
2013-9-5,28,23.4,25.2,86,0.1,734446.7476
2013-9-6,32.4,24.8,27.4,73,0,755975.9739
2013-9-7,33.5,24.4,28.1,70,0,748890.2589
2013-9-8,32.6,25.7,28.4,74,0,658557.6371
2013-9-9,33.2,26.1,28.8,75,0,789068.281
2013-9-10,33.9,25.8,29.4,70,0,831334.038
2013-9-11,33.2,26.1,29,72,1.3,842219.039
2013-9-12,32.5,25.9,28.5,77,0,843269.018
2013-9-13,32.4,26.1,27.9,81,0.3,825713.7996
2013-9-14,33.3,25.3,28.5,77,0,798297.1023
2013-9-15,33.4,26,28.9,76,0.3,710604.2352
2013-9-16,32.8,25.3,28.7,73,1,806267.7443
2013-9-17,32,25.1,28.5,63,0,818783.4043
2013-9-18,31.5,24.6,27.8,64,0,777703.1465
2013-9-19,32.7,25.3,28.6,67,4.5,476664.8732
2013-9-20,34.2,25.5,29.1,72,0,653154.378
2013-9-21,34.1,27,30.6,54,0,774680.411
2013-9-22,31.6,25.8,28.7,65,7.1,736602.2054
2013-9-23,30.2,24.5,26.7,88,69.5,746006.5653
2013-9-24,32.2,26.4,28.8,77,0,812301.0644
2013-9-25,31.4,26.1,28.2,74,0,814859.0693
2013-9-26,28.8,23.9,26.1,77,1.7,782005.4844
2013-9-27,29.6,21.7,25.1,68,0,753597.0177
2013-9-28,28.8,22.9,26,72,0,735984.5945
2013-9-29,26.7,23.7,24.9,72,0,665912.6699
2013-9-30,26.9,22.2,24.2,87,3.5,592115.2086
2013-10-1,32.2,23.9,27.2,75,0,366722.9148
2013-10-2,31.3,24.7,27.8,57,0,359014.3243
2013-10-3,30.5,22.4,26.8,49,0,426820.5669
2013-10-4,29.2,22.8,26,58,0,597533.5307
2013-10-5,29.9,22,25.8,52,0,652159.604
2013-10-6,30.3,21.2,25.8,47,0,624443.4138
2013-10-7,30.7,23.3,26.9,50,0,710183.0567
2013-10-8,28.6,24.3,25.8,59,0,729620.262
2013-10-9,30,23.7,26,71,0.9,746727.4597
2013-10-10,31.3,23.6,26.8,78,0,767377.8752
2013-10-11,32.2,24.6,28,69,0,788055.9744
2013-10-12,32,25.1,28.3,69,0,769312.8885
2013-10-13,31,24.7,27.6,62,0,644294.5119
2013-10-14,28.4,24.2,26.5,66,0,742461.6234
2013-10-15,30.5,24.9,27.4,57,0,763836.7458
2013-10-16,27.1,22.6,24.8,58,0,729237.029
2013-10-17,26.7,21.3,23.9,62,0,719100.2567
2013-10-18,26.3,22,23.9,60,0,711253.5793
2013-10-19,27.5,20.7,23.9,59,0,679477.405
2013-10-20,28.1,20.4,24.2,58,0,570269.3141
2013-10-21,27.9,20.2,24.1,59,0,679316.0572
2013-10-22,28.3,20.9,24.6,56,0,711758.5842
2013-10-23,27.7,20,24,36,0,699955.5003
2013-10-24,27.7,19.6,23.6,31,0,694318.3065
2013-10-25,26.8,20.2,23.6,27,0,684225.1804
2013-10-26,25.2,17,21.2,31,0,645542.9956
2013-10-27,25.7,16.4,20.8,49,0,542766.6755
2013-10-28,27.2,17.2,21.7,61,0,650151.6655
2013-10-29,26.6,19.7,22.7,66,0,683862.1674
2013-10-30,29.2,21.5,24.5,62,0,691031.5663
2013-10-31,29.4,20.6,24.7,65,0,679991.6729
2013-11-1,30.4,20.9,25.3,62,0,675667.8463
2013-11-2,28.1,22.8,25.6,54,0,657505.2818
2013-11-3,27.9,23.7,25.5,61,0,540378.6155
2013-11-4,25.8,19.4,23.1,71,1.1,650602.4857
2013-11-5,23,19,20.9,88,11.4,677902.55
2013-11-6,27.5,20.6,23.2,78,0,688521.9817
2013-11-7,28.2,20.6,24.1,69,0,695742.0541
2013-11-8,28.5,21.9,24.5,73,0,703418.4793
2013-11-9,29.3,21.2,25.2,73,0,678671.0828
2013-11-10,27.2,24.9,26.1,76,0.3,579991.5165
2013-11-11,28.3,23.7,25.6,77,0,684679.727
2013-11-12,24.7,20.1,22.8,81,6.9,693653.1986
2013-11-13,20,16.6,18,89,6.5,670975.6707
2013-11-14,20.9,16.5,18.2,81,0.3,667457.0616
2013-11-15,23.3,16.4,19.4,66,0,664430.6501
2013-11-16,24,15,19.3,65,0,629548.9283
2013-11-17,23.6,16.8,20,48,0,518775.7271
2013-11-18,23.8,16.6,20.3,36,0,628344.2803
2013-11-19,21.9,17.3,19.5,40,0,662671.2123
2013-11-20,22.5,16.6,19.1,55,0,665390.8952
2013-11-21,23.8,16.9,19.9,55,0,666864.7179
2013-11-22,25.8,17.9,21,65,0.4,671210.3198
2013-11-23,26.6,18.5,21.9,70,0,646847.7297
2013-11-24,27.5,19.2,21.6,79,2.9,549720.4736
2013-11-25,21.4,14.7,17.8,45,0,633089.46
2013-11-26,22.7,13.7,17.9,46,0,661483.7673
2013-11-27,20.8,13.9,17.7,74,1.3,669639.7072
2013-11-28,19,11.2,14.7,64,6.7,664132.0663
2013-11-29,17.4,11,14.3,27,0,655312.9152
2013-11-30,19.2,10,14,36,0,604437.7656
2013-12-1,20.8,10.8,15.9,41,0,477821.8198
2013-12-2,22.1,11.9,16.6,38,0,609356.1372
2013-12-3,22.8,11.9,17,49,0,655197.4077
2013-12-4,23.1,12.6,17.6,49,0,659955.6785
2013-12-5,21.4,11.6,16.6,37,0,662232.8991
2013-12-6,21.3,11.7,16.6,47,0,663867.5435
2013-12-7,22.2,12.6,17.1,49,0,636535.89
2013-12-8,23.1,13.6,17.9,61,0,537242.8223
2013-12-9,25.7,17.1,21.1,56,0,631150.2444
2013-12-10,21,15.5,18.6,46,0,655695.5697
2013-12-11,19,15.6,17.5,47,0,659477.3686
2013-12-12,15.7,13.6,14.7,50,0.2,661389.1179
2013-12-13,18.4,13.3,15.6,76,1.8,662971.6094
2013-12-14,17.2,14.8,15.6,90,2.9,639774.4334
2013-12-15,15.2,13.6,14.3,97,57.4,535897.5759
2013-12-16,14,9.7,11,96,26.1,636117.2488
2013-12-17,10.5,8.9,9.6,95,38.4,675322.3127
2013-12-18,12.3,8.2,10,67,0,678774.8644
2013-12-19,14.4,7,10.2,55,0,679294.3742
2013-12-20,15.5,7.3,11.2,59,0,674460.8391
2013-12-21,15.8,10.5,12.7,51,0,650272.6303
2013-12-22,14.8,7.1,11,48,0,557405.4252
2013-12-23,17.3,7.8,12,50,0,645675.8409
2013-12-24,16.7,8.2,12.5,45,0,668124.3863
2013-12-25,16.9,8.8,12.7,46,0,664643.4632
2013-12-26,17.8,8.9,13.1,40,0,665549.2732
2013-12-27,14.9,9.8,12.3,29,0,666408.2838
2013-12-28,13.4,6.2,9.9,29,0,644720.6187
2013-12-29,14.4,6.4,10.2,28,0,584844.373
2013-12-30,17.2,7.4,11.7,40,0,611439.5503
2013-12-31,19,8.6,13.4,37,0,559129.6272
2014-1-1,20.7,9.3,14.3,40,0,344186.0154
2014-1-2,20.3,10.2,15,55,0,555453.597
2014-1-3,23.9,14.4,18.9,64,0,635995.1472
2014-1-4,20.8,14.7,17.9,47,0,629404.9819
2014-1-5,20.1,10.8,15.3,38,0,570426.077
2014-1-6,21.3,11.5,15.8,59,0,625969.015
2014-1-7,22.9,15.3,18.2,67,0,643622.3126
2014-1-8,19.7,14.6,17.5,83,0.7,647208.1392
2014-1-9,15.3,11.6,13.7,59,0,645318.3758
2014-1-10,17.4,11.6,13.9,60,0,643299.7745
2014-1-11,21.6,12.5,15.8,67,0,618657.676
2014-1-12,20,13.1,16,75,0,544999.211
2014-1-13,14.5,9.3,11.8,60,0,613270.0064
2014-1-14,14.9,8,11.3,57,0,627313.1273
2014-1-15,16.5,7.6,11.8,48,0,619577.655
2014-1-16,18.5,8.3,12.7,57,0,608125.9836
2014-1-17,20,9.5,14.2,62,0,593345.1834
2014-1-18,20.1,11.1,15.7,33,0,563306.0509
2014-1-19,17.8,8.8,13.8,35,0,502462.4143
2014-1-20,20.3,10,14.8,42,0,526399.7106
2014-1-21,18.1,10.2,14.4,21,0,513094.0057
2014-1-22,17.1,7.7,12.4,21,0,485846.9276
2014-1-23,18.2,7.3,12.4,42,0,451325.9146
2014-1-24,22.3,9.2,14.5,62,0,403005.708
2014-1-25,22.4,15.1,17.9,71,0,346175.5198
2014-1-26,25.4,16.8,19.7,69,0,300203.4316
2014-1-27,22,15.4,18.2,61,0,276752.178
2014-1-28,21.8,13.1,16.9,66,0,250244.1779
2014-1-29,25.2,13.6,18.2,64,0,218598.512
2014-1-30,25.1,14.1,18.8,63,0,186021.3917
2014-1-31,26.2,14.1,19.8,54,0,165619.0261
2014-2-1,25.5,15.9,20,68,0,167145.4342
2014-2-2,25.8,15.2,20,70,0,171143.3364
2014-2-3,26.7,16.1,21,65,0,188936.7674
2014-2-4,23.5,17.1,19.8,70,0,208548.7176
2014-2-5,22.4,15.9,18.6,72,0,239030.7109
2014-2-6,24.5,17.1,20.1,76,0,265678.828
2014-2-7,24.1,15.5,20.5,82,0.1,322389.5545
2014-2-8,15.1,11.2,12.1,87,0.5,360925.3154
2014-2-9,11.9,9.1,10.8,93,15.4,373992.1535
2014-2-10,9.2,6.4,7.4,69,2.9,454434.4932
2014-2-11,7.4,4.8,5.9,56,0,501330.0203
2014-2-12,6.2,3.9,5.5,78,1.5,530169.9983
2014-2-13,7.3,5.1,6.1,88,8.2,552116.473
2014-2-14,13.5,5.7,8.6,59,0,523363.3204
2014-2-15,9.6,6.6,7.9,66,0,541552.2787
2014-2-16,17,9.6,12.5,73,0,480726.0153
2014-2-17,22.9,13.4,17,78,0,553826.8646
2014-2-18,19.1,8.8,15.1,92,1.2,591539.7536
2014-2-19,9.7,6.5,8.2,77,11.7,612325.5636
2014-2-20,16.9,4,9.7,57,0,614359.3968
2014-2-21,17.2,8.7,12.6,56,0,618104.7808
2014-2-22,14.6,10.8,12.9,70,0.5,602829.1092
2014-2-23,21.9,11.7,15.3,74,1,513648.1378
2014-2-24,24,12.6,17.4,72,0,600098.636
2014-2-25,24.8,16.4,20.1,72,0,626517.1833
2014-2-26,25.7,18.4,21.2,78,0,629871.9592
2014-2-27,25.9,17.1,21,73,0,636600.969
2014-2-28,22.5,17.3,19.5,79,0.8,626026.064
2014-3-1,24.5,18.6,21.1,82,0,587901.2096
2014-3-2,21.9,16.3,18.5,81,0,497420.6629
2014-3-3,17.2,15.3,16.1,87,0.8,610762.8547
2014-3-4,18.4,15.6,16.4,85,0.7,647486.2283
2014-3-5,16.4,13.7,14.9,81,0.5,651810.8544
2014-3-6,18.7,14.2,16.3,80,0.6,656244.4774
2014-3-7,16.8,13.7,14.6,94,3.6,659004.2015
2014-3-8,15.9,14,14.5,92,1.8,632003.4198
2014-3-9,13.9,10.9,12.4,90,2.9,543415.7473
2014-3-10,13.2,10.7,11.9,89,2.7,640297.5154
2014-3-11,16.1,12.5,13.9,89,0,667001.6065
2014-3-12,21.6,15.4,18.1,93,3.4,672123.8058
2014-3-13,22,17.3,19.7,80,8.4,668914.5166
2014-3-14,20,14.9,16.3,50,0,668150.454
2014-3-15,16.3,13.5,14.7,55,0,644507.839
2014-3-16,20.5,14.7,16.8,70,0,526103.2452
2014-3-17,25,16.8,20.3,77,0,636508.3598
2014-3-18,27,19.1,22.3,81,0,677550.0156
2014-3-19,27.4,19.2,22.8,77,0,683527.3546
2014-3-20,27.7,19.3,22.4,76,0,688298.8981
2014-3-21,19.9,13.5,15.4,59,1.7,673872.5699
2014-3-22,20.3,13,15.6,60,0,644079.9043
2014-3-23,24.8,15.2,18.7,56,0,539900.8164
2014-3-24,26.4,14.9,20.1,57,0,642057.4054
2014-3-25,27.3,18.5,22.2,66,0,679177.6781
2014-3-26,28.1,18.5,22.8,74,0,687206.1868
2014-3-27,27.9,19.9,23.6,74,0,694413.2642
2014-3-28,27.6,21.7,24,80,0,699624.0149
2014-3-29,24.2,21,23.1,86,5.8,663147.8625
2014-3-30,22.1,20.2,20.9,95,163.6,539192.911
2014-3-31,21.2,18.8,20,95,95.4,605563.8788
2014-4-1,22.2,18.7,19.9,94,23.5,647752.7569
2014-4-2,22.8,17.9,19.6,91,38.5,663924.1101
2014-4-3,24.9,18.4,20.6,90,81.5,668938.7053
2014-4-4,25.4,19,21.6,77,0,643412.0711
2014-4-5,27.3,16.4,21.3,65,0,379349.4444
2014-4-6,22.2,17.5,19.8,74,23.3,425862.8052
2014-4-7,22.1,17.5,19.5,88,2.3,590703.1111
2014-4-8,22.5,19.3,20.7,90,3,667042.8199
2014-4-9,28.6,20.6,23.7,82,0,689998.518
2014-4-10,26.8,21.3,23.6,78,0,695499.8696
2014-4-11,28.6,20.1,23.6,75,0,665645.5444
2014-4-12,29.1,21.5,24.6,77,0,681836.9463
2014-4-13,32.4,22.5,26.5,74,0,607467.7786
2014-4-14,26.6,24,25.1,79,0,696017.2147
2014-4-15,28.5,21,23.3,67,0,698894.2298
2014-4-16,26.5,21.5,23.5,76,0,702417.9365
2014-4-17,29.7,21.8,25.1,74,0,719675.7767
2014-4-18,29.3,21.6,24.9,78,0,733475.4409
2014-4-19,29.9,21.5,25.4,76,0,710518.7265
2014-4-20,28.9,23.5,25.8,80,0,605964.367
2014-4-21,27.8,24.3,25.8,80,0,712440.0771
2014-4-22,27.4,23.1,24.8,85,0.1,740597.8103
2014-4-23,24.1,20.9,22.8,90,2.5,719008.9174
2014-4-24,25.4,21.7,23.3,85,0,718541.8474
2014-4-25,28.5,22.8,24.9,82,0,729628.6976
2014-4-26,27.3,21.1,23.8,87,19.6,702269.5521
2014-4-27,29.8,20.9,24.4,79,0,620968.9405
2014-4-28,29.2,21.7,24.8,64,0,698609.7862
2014-4-29,27.8,22.1,24.8,65,0,717770.2877
2014-4-30,24.3,19.4,20.8,92,9.6,646678.2039
2014-5-1,24.3,18.4,20.6,90,7.4,349926.4085
2014-5-2,28.6,21.4,24.5,78,0,449913.2736
2014-5-3,31,23.1,26.4,65,0,591552.5576
2014-5-4,25.8,23,23.8,79,3.3,635264.419
2014-5-5,23.4,18,20.4,91,29.1,676422.8031
2014-5-6,20.3,17.5,18.5,95,23.1,684425.4249
2014-5-7,20,18.3,19.2,97,24.2,686910.8824
2014-5-8,24.2,19.5,21.4,96,75.2,695741.3043
2014-5-9,22.3,20.9,21.3,97,53.8,693669.3289
2014-5-10,27.5,21.3,23.7,89,5.3,676157.299
2014-5-11,24.8,22.4,23.6,94,50.4,568433.4749
2014-5-12,28.6,22.5,24.5,93,0.1,669801.7646
2014-5-13,29.7,24.7,26.9,91,5.2,742818.2281
2014-5-14,31,27,28.5,84,0.1,777602.658
2014-5-15,31.8,26.7,28.4,87,3.9,799601.6388
2014-5-16,30.6,25,27.4,92,29.4,798014.6536
2014-5-17,30.9,22.8,26.9,88,30.1,752812.4442
2014-5-18,30.6,23,25.9,92,24.2,612291.7785
2014-5-19,31.9,23.7,26,90,28.3,738722.3057
2014-5-20,29.9,23.1,25.6,92,15.2,761681.1146
2014-5-21,30.8,23.7,26.1,89,0.7,767459.2752
2014-5-22,28.9,22.7,27.3,88,23.4,781700.9117
2014-5-23,25.9,23.1,24.4,97,54.6,749738.233
2014-5-24,31.6,24.3,27.2,86,0.1,744255.9629
2014-5-25,32.5,25.8,28.9,81,0.5,667951.9744
2014-5-26,33.4,25.6,29,81,19.5,807964.7392
2014-5-27,34.2,25.9,29.1,80,0,855818.8961
2014-5-28,33.5,26.4,29.4,76,0,871151.9718
2014-5-29,32.3,24.9,28.3,85,7.6,874055.1219
2014-5-30,32.7,27.1,29.3,80,0.1,867481.2779
2014-5-31,33.6,27.1,30,75,0,804459.1121
2014-6-1,33.9,26.9,30.1,76,0,635181.9005
2014-6-2,33.9,27,30.2,74,0,495257.5092
2014-6-3,32,23.6,27.7,86,5.1,760443.6028
2014-6-4,33.1,24.3,28.6,79,0,851220.5945
2014-6-5,32.6,25.7,29.1,83,10.4,876763.4607
2014-6-6,29.7,23.5,25.6,92,25,825766.7283
2014-6-7,29.8,25,26.6,89,1.4,790083.1318
2014-6-8,34.3,26.1,29.4,75,0,708410.4069
2014-6-9,32.1,25.5,28.7,79,4.9,826848.9516
2014-6-10,32.2,25.7,28,78,17,853190.8143
2014-6-11,29.4,25.4,26.9,88,3.7,835830.7162
2014-6-12,32.3,23.8,27.7,75,1.8,820413.2009
2014-6-13,33.8,25.2,29.5,56,0,835764.3004
2014-6-14,34.3,26.7,30.8,45,0,822803.391
2014-6-15,34,25.7,30.1,63,0,695065.7136
2014-6-16,35.1,28,30.5,77,0.3,858947.1708
2014-6-17,32.4,28,29.7,82,0.4,902832.1583
2014-6-18,32.8,25.4,28.7,86,60.6,893393.1106
2014-6-19,33.1,26.6,29.5,82,1.3,905091.7845
2014-6-20,30.9,26.7,29.1,83,4,895262.1002
2014-6-21,32.6,24.8,28.8,85,43.5,843098.8156
2014-6-22,29.1,25.9,27,90,4,697050.0739
2014-6-23,31.7,26.1,28.1,84,0,822113.3687
2014-6-24,29.8,25.3,27.1,89,16.3,837529.3275
2014-6-25,30.7,25.7,28.1,86,10.7,850550.8954
2014-6-26,33.5,27.7,30.1,78,0.3,878842.7012
2014-6-27,34.4,26.8,30.2,76,0.2,896359.1112
2014-6-28,34.3,27.6,30.6,74,0,869490.8854
2014-6-29,33.7,27.2,30.1,75,0,730492.1136
2014-6-30,32.6,27.4,29.7,76,0.3,823003.6426
2014-7-1,32,26.9,29.2,79,0,847619.1111
2014-7-2,33.2,26.6,29.6,77,0,884309.375
2014-7-3,33.9,27.2,30.4,74,0,911529.07
2014-7-4,34.5,27.5,30.7,71,0,921311.8706
2014-7-5,34.7,28.3,30.9,72,0,894824.5903
2014-7-6,36.1,28.3,31.1,70,0,763349.8101
2014-7-7,35.1,27.8,30.5,72,14.5,898417.3701
2014-7-8,35.7,26.9,29.5,82,4.3,924624.747
2014-7-9,36,26.1,30.1,73,0,920049.1695
2014-7-10,34.5,27.7,30,80,5.6,936279.5747
2014-7-11,31.9,26.5,28.5,86,8.3,909517.5204
2014-7-12,32.7,26.8,28.8,83,0,860687.2553
2014-7-13,33.3,26.7,29.6,79,14.3,723333.1812
2014-7-14,33.3,27.6,30.3,69,0,882856.8742
2014-7-15,33.7,27.3,30.1,67,0,922790.2395
2014-7-16,34.6,27.2,30.3,61,0,919351.1483
2014-7-17,34.1,27.4,30.6,64,0,924817.2842
2014-7-18,31.8,25.6,28.1,78,11.2,884975.2937
2014-7-19,32.9,25.8,28.7,76,0.1,834796.3746
2014-7-20,33.5,26.2,28.9,81,14,719909.4541
2014-7-21,32.2,26.2,28.9,81,5.6,853082.6571
2014-7-22,36,26.7,30.6,72,0,916926.6352
2014-7-23,36.3,28.2,32.1,69,0,953490.4692
2014-7-24,34.4,26.5,31.6,58,0.1,951801.9153
2014-7-25,25.7,24.7,25.2,84,7,893220.8555
2014-7-26,32.7,26,28.2,85,13.9,846768.2934
2014-7-27,32.2,26.2,27.9,84,16.6,716111.279
2014-7-28,34.6,25.8,29.4,74,0,855160.6361
2014-7-29,35.3,26.7,30.3,71,0,907564.9024
2014-7-30,35.6,27.4,30.9,67,0,920737.3283
2014-7-31,36.1,27.3,31.4,69,0,924239.3544
2014-8-1,36.7,26.1,31.8,68,0.2,909118.2828
2014-8-2,34.6,25.4,29.1,75,2,851220.068
2014-8-3,34.7,24.1,28.7,79,74.7,726841.699
2014-8-4,32.9,26.3,29.5,80,26.1,875023.617
2014-8-5,34.4,27,30.3,74,0,918591.6825
2014-8-6,33.6,27.5,29.8,78,0,913713.9804
2014-8-7,32.4,26.5,28.9,84,5.2,902319.6817
2014-8-8,33.9,26.2,29.9,76,0,908868.343
2014-8-9,33.9,27.2,30.1,75,0,878807.1649
2014-8-10,33.5,27.8,30.1,76,0,744800.3941
2014-8-11,33.7,27.8,29.7,78,0,889607.3479
2014-8-12,33.6,25.7,28.9,84,17.8,911326.3688
2014-8-13,29.6,24.7,26.4,93,6.1,846631.2291
2014-8-14,31.9,26,27.9,87,0.4,848255.7848
2014-8-15,33.9,26.5,29.2,79,0,867721.8286
2014-8-16,32.6,25.6,28.6,77,15.1,836683.3392
2014-8-17,33.4,24.1,28.5,80,26.6,721704.4184
2014-8-18,34,26.6,29.8,74,0,878730.6036
