date,hight,lowt,meant,sidu,fallrain,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,Target
2012/7/25,27.5,23.7,25.2,96,57.2,759561.8132,-32930.54004,43465.51474,-25963.84936,-4545.379873,6786.954399,717388.405
2012/7/26,25.7,23.6,24.5,98,3.9,759206.8465,-38225.96249,44049.83494,-18660.94535,-6024.216878,4409.609893,701581.7324
2012/7/27,27.4,24.1,25.2,94,5.3,759669.5367,-40216.42198,8185.964559,33885.0615,-3562.279715,-15268.89696,698813.5418
2012/7/28,30.9,24.7,26.5,90,0.3,760986.3712,-38828.50181,-37191.76231,2487.818314,2457.575266,22248.8622,679394.8162
2012/7/29,33,25.1,28.3,81,0,762927.9957,-34557.73556,-57047.01993,-36682.19044,6355.046532,-25032.28892,603641.1699
2012/7/30,34.3,25.5,29.3,75,0,765113.1087,-28281.97374,-34775.12466,13846.46885,2706.612386,22426.24339,751344.0414
2012/7/31,35.8,26.2,30.3,72,0,767115.1265,-21032.49561,14812.02501,31616.27228,-5362.046145,-14945.47616,789516.7445
2012/8/1,36,23.1,30.3,71,26.5,768804.71,-13501.35426,56235.83906,-27540.68047,-7239.276506,4756.453795,794412.6921
2012/8/2,35.6,27.8,31.9,61,0,770182.6236,-6190.178395,58588.34667,-19675.55114,1266.395072,6310.896617,841718.7238
2012/8/3,33.9,28,30.9,63,0,770991.4801,174.8051786,18056.03152,36651.17699,10087.7876,-15482.64877,849802.5783
2012/8/4,31.3,27.8,29.5,75,0,771224.0602,5272.258862,-36769.97736,5188.898103,7873.545732,21932.58789,793555.8676
2012/8/5,31,26.2,28.5,82,1.8,771103.7036,9184.991168,-64990.98637,-38342.82466,-3427.870241,-23747.29941,651054.2872
2012/8/6,30.8,24.7,26.9,87,12.3,770929.3129,12171.61956,-44484.97192,10670.66783,-10771.25107,20824.34047,755749.9234
2012/8/7,34.5,25.8,29.4,79,0.1,770794.1118,14278.30392,9973.104325,33205.35029,-6053.675002,-14099.14448,818471.6815
2012/8/8,35.1,27.3,31,67,0,770466.5286,15192.70128,57099.38646,-24677.74342,4718.019185,4892.72203,842567.9585
2012/8/9,34.2,26.7,29.8,75,0.2,769872.2029,14839.54978,61367.90439,-21643.5522,10141.94734,5462.058891,847045.0734
2012/8/10,33.2,26.8,29.6,79,0,769113.2466,13427.17122,19955.80019,34122.23281,5526.298059,-14676.47086,835794.5076
2012/8/11,32.9,25.8,28.6,82,0.7,768201.0617,11125.83743,-35899.02812,6283.35573,-4155.348548,21095.29139,773195.0642
2012/8/12,31,24.7,27.6,86,3,767159.9835,8173.368454,-64326.00117,-36282.33984,-9454.89716,-23231.03823,642359.2756
2012/8/13,30.3,24.3,26.4,94,40.7,766130.2979,4981.35674,-44058.76554,10219.09779,-5084.978981,20828.64156,739695.5794
2012/8/14,32.9,25.3,28.1,86,0.3,765343.8649,2063.889774,9424.140219,30971.83051,4698.286055,-14555.99204,780334.1593
2012/8/15,34.9,25.8,30,75,0,764862.7419,-323.7957702,54985.94216,-24974.7681,9193.855958,5018.815519,810027.8067
2012/8/16,33.6,26.6,29.6,77,0.7,764381.2363,-2418.585832,57111.19915,-19883.4714,2558.080086,5566.471642,813043.372
2012/8/17,31.3,25.4,27.7,82,5.1,763809.5098,-4234.940916,14706.76952,34970.90287,-7323.566997,-14766.6464,786128.0034
2012/8/18,30.7,26.6,27.7,87,0,763235.9167,-5581.269318,-38315.65379,4321.506888,-8019.731813,20799.03913,736482.6136
2012/8/19,34,25.8,28.9,82,0,762668.6354,-6376.189399,-60485.72755,-38107.55957,1309.172487,-22555.00651,637141.0195
2012/8/20,33.9,26.5,29.4,78,0,762067.4807,-6626.716652,-35112.07928,13023.67295,8863.083591,19712.78332,770485.1035
2012/8/21,33.6,26.2,29.4,76,0,761312.0744,-6451.143088,17198.29578,33352.30876,5149.38651,-12826.4038,806598.3972
2012/8/22,31.1,24.2,26.1,92,10.5,760415.8847,-5808.767504,55617.05686,-28113.32784,-4567.916257,3753.638537,771039.0918
2012/8/23,33.4,24.8,28.2,79,0.4,759684.7493,-4339.095243,50984.79345,-21193.24263,-7446.139499,5640.477925,774475.9305
2012/8/24,32.7,26.1,29.2,69,0,759099.3183,-2120.581616,6665.643184,37118.02171,-1253.536205,-14051.55215,791369.3584
2012/8/25,32.8,25.9,29,65,0,758424.9313,448.4332128,-43775.27834,4447.157803,4510.583062,19787.95995,752750.8327
2012/8/26,32.5,27.2,30,62,0,757563.9363,3100.841349,-61163.79988,-38337.26761,3379.361169,-21517.02314,656026.082
2012/8/27,35,26.2,30.7,57,0,756449.5484,5612.514161,-31052.33537,12949.03748,-792.0346628,19144.63311,780415.9237
2012/8/28,35.8,27.8,31.4,60,0,754958.7802,7718.301109,24365.28112,32143.61555,-1453.342615,-12826.09004,834218.9111
2012/8/29,33.4,27,29.5,79,3.2,752908.0195,9139.864107,62778.74383,-26582.49543,1181.843634,4401.947541,835141.4663
2012/8/30,33.3,24.5,28.9,84,49,750262.0182,9867.843359,54591.40478,-18589.91185,2248.878983,5407.067108,821668.9776
2012/8/31,32.2,25.9,28.5,83,5,747261.2224,10311.38736,5905.782209,35243.64375,327.1033495,-13938.04104,789717.1692
2012/9/1,32.1,25.5,27.8,80,1.7,744177.0037,10969.77361,-46651.71325,1985.669644,-1416.832031,19761.32489,715373.6301
2012/9/2,33.2,26,28.8,72,0,741327.1469,12365.97777,-63902.84934,-36035.04262,-643.229214,-21901.43884,618386.4681
2012/9/3,32.3,25.8,28.2,76,0,738701.8618,14556.73504,-34222.4119,13847.41906,22.21916304,19284.55974,752003.7371
2012/9/4,32.4,25,28,79,8.2,736122.0753,17314.38874,18959.10511,29013.58937,-1579.027662,-12549.74835,780995.2323
2012/9/5,32.2,24.8,27.4,82,1.1,733656.2165,20637.33043,56408.83767,-26106.63713,-2015.603758,3106.133185,774408.3524
2012/9/6,32.4,25.9,28.5,75,0.9,731399.2708,24493.30018,51655.79715,-17111.26493,1429.053316,6760.779508,792935.0794
2012/9/7,30.5,26.8,28.2,83,0.1,729236.506,28531.0725,9172.281536,32094.88353,4351.373106,-15374.17356,794736.649
2012/9/8,33.5,25.5,28.8,79,0,726950.2476,32226.40921,-39370.15693,2757.587494,1139.983345,20908.30378,762074.4402
2012/9/9,33.3,26.5,28.9,81,0.4,724309.0626,35042.35362,-58281.59992,-31453.02276,-5261.507008,-21916.59123,671250.1477
2012/9/10,33.8,26.2,29.1,78,0,721122.8077,36556.68252,-33684.52764,11440.46282,-5278.336269,18822.29266,779399.274
2012/9/11,33.7,26.4,29.8,72,0,717336.7503,36620.28139,16702.39134,25978.43735,4057.038709,-11376.24758,814800.3299
2012/9/12,32.4,25.5,28,80,17.3,713075.1758,35425.82107,56481.89783,-21230.21405,12243.58037,1939.137634,808613.1795
2012/9/13,33.4,25.4,28.1,79,0,708574.4554,33406.11595,56609.57404,-15517.55708,6768.060748,8061.739818,799840.0657
2012/9/14,28.3,23.3,25.1,64,8,704104.6835,31101.16881,16254.69147,26742.63357,-9129.389964,-16295.19244,718681.4499
2012/9/15,29,22.1,25,60,0,700224.8038,29360.82257,-36149.04678,3346.579867,-16677.23069,20722.73365,666667.0062
2012/9/16,29.9,21.3,25.8,57,0,697036.8441,28400.86833,-64550.51194,-28612.15279,-5600.014634,-21684.88407,569338.3813
2012/9/17,29.6,22.3,26.1,44,0,694553.905,28182.10829,-49643.47343,7897.406778,12341.61701,18259.31322,670198.3451
2012/9/18,30,23.9,26.7,48,0,692876.5103,28617.43332,-1621.667038,24429.64467,15929.24508,-12155.92518,711657.6482
2012/9/19,29.9,25,27,60,0,691893.8101,29229.68589,46222.15748,-19224.18706,-985.5946501,3391.406066,728158.0498
2012/9/20,30.1,24.2,26.7,71,0,691380.6289,29293.29902,60731.822,-16904.40307,-19635.50043,5663.316652,734226.4456
2012/9/21,32.2,25,28.1,68,0,691140.0888,28051.09738,32194.31785,26378.91675,-16540.90443,-13915.90232,756557.4338
2012/9/22,33.6,25.8,28.7,70,0,690753.1113,24499.70243,-19310.56232,5403.675945,7039.249194,19622.27209,750699.2421
2012/9/23,32.6,26,28.7,78,0,689875.8045,17811.11881,-57202.14983,-28303.22875,24673.40008,-21315.01009,678998.9958
2012/9/24,33,24.5,27.6,87,74.2,687953.6272,7111.494427,-54270.1985,7671.402426,14535.0993,19451.46025,761220.4078
2012/9/25,27.4,24.2,25.4,92,5.9,684537.0172,-8034.238095,-11049.34094,26923.83456,-12201.89847,-12445.78965,739321.329
2012/9/26,30,24.4,26.6,82,0,679669.4093,-27097.79378,44456.47495,-16800.03397,-22329.7225,3761.589953,740696.5637
2012/9/27,31.6,24.4,27.7,63,0,673296.1183,-49247.29819,73864.40994,-18928.46714,-2460.787105,6756.883709,740450.022
2012/9/28,30.4,24.9,27.6,52,0,665816.5924,-72755.14567,55636.56224,26501.78832,24216.7586,-14772.3011,706958.2116
2012/9/29,29.9,23.7,26.8,53,0,657892.7319,-95312.97127,251.6256962,9448.925573,24241.06225,19753.55073,599861.9101
2012/9/30,28.8,21.8,25.5,46,0,650374.8416,-114289.0862,-56171.2699,-31247.67951,-5372.233026,-20284.86318,328270.712
2012/10/1,28.8,22.2,25.1,49,0,644690.5479,-126545.0769,-75642.26578,2137.78218,-31097.6544,15203.52079,277691.8841
2012/10/2,29.7,21.9,25.5,62,0,641859.7431,-129911.0556,-46935.93538,26713.80928,-24704.15088,-9513.432787,320709.8111
2012/10/3,30.6,21.9,25.5,69,0,641745.4876,-124284.2058,6059.425587,-18744.40666,3155.480633,322.8598075,389066.8769
2012/10/4,29.9,22.5,25.8,70,0,643897.2326,-110687.7721,45163.07985,-20407.82667,20458.16712,6975.528798,528679.7922
2012/10/5,30.3,22.7,26,68,0,647199.1372,-91505.94044,45750.54894,27087.74091,11233.15792,-13489.42194,619450.0253
2012/10/6,30.1,22.8,26.4,67,0,650658.925,-69331.16999,14285.05492,7973.902574,-7997.585108,17541.68779,645970.9679
2012/10/7,30.2,24.1,26.8,64,0,653445.6563,-46647.69344,-20127.43861,-29682.39377,-12618.45354,-18034.46834,604604.1223
2012/10/8,30.5,24,27.2,63,0,654784.0325,-25712.18909,-30589.12127,7415.911691,85.01842669,16660.89169,698341.2155
2012/10/9,30.8,22.9,26.9,64,0,654643.5949,-7588.168101,-11526.6326,29249.00546,13181.99726,-11098.47748,723709.6733
2012/10/10,29.4,23.6,26.7,49,0,653391.4368,7501.082094,18293.2973,-19372.52174,11962.29982,4089.998528,710527.3546
2012/10/11,29,21.6,25.5,48,0,651445.2104,19701.52658,31958.21898,-21017.8988,-906.1217325,4329.914628,700166.4036
2012/10/12,29.7,21.6,25.4,59,0,649204.3301,29353.82282,17138.37924,29445.64897,-10959.87877,-12107.6926,702771.7431
2012/10/13,29.7,21.6,25.2,71,0,646938.9334,36785.47838,-13828.57888,8447.431163,-8985.474032,17856.23021,676768.662
2012/10/14,30.6,22.6,26,74,0,644883.9299,42354.62446,-34281.87739,-34328.34388,954.1999202,-20624.1149,580960.9169
2012/10/15,30.2,23.5,26.3,76,0,643136.8553,46282.58882,-26127.2597,5907.338198,7870.298112,19219.34849,690905.3316
2012/10/16,30.4,23.6,26.3,73,0,641526.008,48491.25698,4380.979096,32085.48097,5669.473987,-14189.06429,716648.7661
2012/10/17,28.1,23.8,25.6,71,0,639924.0567,48992.04774,32129.87182,-19759.88456,-1371.080037,6403.896168,709090.9337
2012/10/18,25.7,20.5,23.2,47,0,638343.7105,48035.95769,34032.13153,-23504.4039,-5128.769512,2945.739036,669958.1874
2012/10/19,29.4,20.9,24.7,66,0,637182.6974,46359.05107,8208.690062,30272.33553,-2811.109276,-12240.82074,683409.8247
2012/10/20,29.8,20.9,24.9,67,0,636504.6998,44287.20111,-25735.56541,8956.69283,121.8712094,18764.56764,659269.1004
2012/10/21,30.1,21.6,25,65,0,636278.4112,41959.08381,-41450.06841,-35258.47454,-260.5759145,-21731.97017,560042.9963
2012/10/22,30.4,20.9,25.2,66,0,636431.9938,39390.14982,-26092.35909,7029.450158,-986.0209944,19865.77705,667003.7916
2012/10/23,30.5,22.4,26,70,0,636752.5362,36373.9382,9247.683153,31904.56149,1284.704187,-13923.98979,703035.8572
2012/10/24,30,22.4,25.8,67,0,637055.1227,32711.11453,38039.52554,-21828.30331,3904.152278,5076.109569,705203.7514
2012/10/25,30.2,22.4,25.6,72,0,637139.676,28203.02315,38412.69134,-21634.29407,1611.56934,4977.886132,710691.2731
2012/10/26,27.3,21.8,24.6,74,3.6,636840.0484,22752.82224,10104.64208,32519.28317,-4188.849019,-13608.08511,696331.8153
2012/10/27,27.8,22,24.5,80,0.9,636282.7133,16678.10894,-24837.8994,7449.928991,-4943.90172,19599.76515,659510.9043
2012/10/28,30.8,22.7,26,68,0,635533.6123,10281.94475,-39833.94959,-36399.6991,2193.814939,-21591.11366,564491.1581
2012/10/29,27.9,24.1,25.7,73,0,634509.6218,3728.754284,-24195.10309,9031.235592,8385.461937,19473.58997,663734.4213
2012/10/30,26.1,20.7,23,93,14.9,633253.9054,-2634.187456,9776.910286,33673.57459,4583.338081,-13186.93396,666308.9466
2012/10/31,24,16.8,20,69,9.2,631996.6693,-8217.936589,36515.71482,-23962.19811,-5612.904212,4284.177001,614786.4643
2012/11/1,23.3,15.5,19.6,53,0,631106.9352,-12317.36105,35989.9692,-24211.38155,-9696.693663,5169.653591,603943.3953
2012/11/2,25.7,16,20.6,63,0,630628.7336,-14720.1513,7579.374812,33882.04951,-2870.439498,-14096.80469,628311.0502
2012/11/3,28.4,19.6,22.7,69,0,630410.961,-15579.21935,-28626.13252,9352.339304,6387.619137,20259.31906,612117.4798
2012/11/4,26,20.6,23.2,64,0,630386.0702,-15061.64092,-45389.17905,-37898.8629,7530.239903,-22625.60337,509306.8913
2012/11/5,25,18.9,22,56,0.2,630509.4311,-13394.13037,-28785.02026,6765.875174,-8.779243094,20399.16643,614536.8125
2012/11/6,26.7,19.5,23,50,0,630642.3013,-10979.84725,10260.60413,34582.16644,-7188.226524,-14117.11357,651710.0996
2012/11/7,25.8,20.1,22.9,66,0,630613.0952,-8294.368549,43298.07557,-21375.58813,-5905.707044,5055.211627,660046.2762
2012/11/8,26.8,20.8,23.4,73,0,630268.3229,-5776.279117,45399.7364,-24642.95145,2297.585938,5402.781741,667831.6815
2012/11/9,29.1,22.3,25.1,78,0,629633.2289,-3609.43339,14344.50219,32348.06551,8536.654308,-14701.56267,681092.6817
2012/11/10,30.1,22.4,25.8,78,0,628684.3289,-1973.287699,-27596.05106,10507.61293,5761.853235,21251.83837,658843.8987
2012/11/11,25.6,17.1,19.8,80,26.8,627358.9095,-1016.543685,-49547.66536,-36329.85672,-3208.030955,-23144.70728,517119.9977
2012/11/12,20.6,17,18.5,68,0,625937.1785,-422.8537282,-34210.26544,6343.670475,-7914.654439,20447.00085,607638.8972
2012/11/13,26.5,17.7,21.7,71,0,624560.5406,-3.558463899,7575.829848,32618.63819,-3545.601376,-13920.42141,646797.49
2012/11/14,26.7,20.3,22.7,80,0,623191.1791,219.2579091,44198.23512,-21553.79996,3919.006088,4808.624591,654121.6138
2012/11/15,27.3,19.9,23.2,69,0,621849.9636,289.806237,47571.43438,-21862.68775,6172.602763,5107.120377,654400.2606
2012/11/16,25.5,21.8,23.5,74,0.2,620578.7148,277.9131587,14595.55488,31408.41281,1732.763727,-13991.82303,653220.5686
2012/11/17,24.2,16.5,19.3,78,10.5,619365.5926,191.1942392,-30233.48035,6472.566258,-3861.683077,20066.65547,602957.4494
2012/11/18,19.9,17.1,18.4,68,0,618303.5788,148.0099199,-52821.4898,-33882.9777,-4762.200175,-22274.90541,498220.9239
2012/11/19,25.7,17.7,21.2,72,0,617374.5601,119.9616864,-35770.36829,9355.687284,-1224.286687,19911.88891,607023.8018
2012/11/20,22.4,19.3,20.8,80,0.7,616504.7089,-3.906081904,8335.910377,28582.40313,2372.705488,-13564.96311,637985.4648
2012/11/21,24.1,19.9,21.8,87,0.2,615715.2306,-234.8407656,46504.81497,-22425.55389,3251.424584,4455.69218,646958.1236
2012/11/22,28.5,21.8,24.6,87,0.1,614906.9157,-725.9614563,49694.321,-17652.98209,1433.8745,5395.421661,665371.1857
2012/11/23,25.7,18.9,22.2,80,16.5,613902.0268,-1698.318725,15097.1399,30232.08697,-1295.326712,-13780.4827,647118.3203
2012/11/24,18.9,13.5,15.3,89,19.8,612790.3772,-3018.365978,-30766.81547,4054.483914,-2305.798156,19417.659,600883.1935
2012/11/25,21.3,16,18.6,94,0.4,611654.8717,-4522.740386,-52826.81087,-31619.34697,-1022.57697,-21270.6764,505054.2599
2012/11/26,20.8,13.6,17.7,97,5.9,610436.0024,-6192.817857,-34550.54767,9908.436328,789.8978552,19080.24587,601576.9196
2012/11/27,13,10.8,11.9,96,22.2,609181.5323,-7869.971386,10069.84619,27128.52883,1822.681319,-13154.08747,625982.4546
2012/11/28,15.7,12.8,14.4,96,1.4,607936.9958,-9385.860794,47037.75191,-21719.85971,1582.28282,4646.303665,629830.5673
2012/11/29,19.4,15.7,17,95,34.8,606713.1105,-10612.84532,48119.09819,-17536.60315,-27.78839451,4765.290054,627428.1013
2012/11/30,18.4,16.8,17.6,99,19.4,605560.3828,-11385.95153,12474.15852,29309.49764,-2044.382321,-13250.02372,613350.4966
2012/12/1,18.6,16.3,17.1,97,0.3,604566.6898,-11518.57929,-32748.17411,4559.563329,-2529.502117,19023.29769,567020.1544
2012/12/2,18,13.8,15.7,92,10,603831.4991,-10858.84113,-53243.18375,-31564.47264,-553.9358582,-21267.65678,475276.5078
2012/12/3,16.1,12.8,14,94,3,603310.6242,-9489.319746,-33909.82606,8666.320045,1869.693996,19095.60539,587898.8354
2012/12/4,15.1,11.9,13.2,85,3,602816.9799,-7715.204755,10083.77178,27560.54474,1861.097862,-13138.27643,628891.8088
2012/12/5,15.3,13.2,14,88,9.6,602201.6155,-5812.807903,45679.4507,-20049.1874,-286.8946779,4739.456977,632605.0524
2012/12/6,17.6,11.3,14.7,65,0.1,601462.7491,-3867.184779,47129.7492,-18328.90571,-1348.089428,4713.994908,632195.1894
2012/12/7,21.9,14.5,17.8,65,0,600683.3954,-1840.234417,14524.08119,27667.09728,106.382314,-13212.29739,626087.6414
2012/12/8,21.7,16.7,19,65,0,599923.68,287.4126192,-27414.40279,6043.190091,1478.659529,19052.20127,598736.137
2012/12/9,22,14.8,18.4,63,0,599192.5389,2470.604702,-48188.7196,-29933.99523,110.3853678,-21127.48125,498713.7732
2012/12/10,21.6,15.7,18.1,71,0,598515.5646,4672.064683,-33638.21694,6973.784302,-2277.349618,18971.61896,594376.3714
2012/12/11,18.9,14.9,16.6,74,0,597821.8435,6737.536301,4307.806274,26312.95166,-1905.652917,-13116.22724,625124.7724
2012/12/12,17.7,12.6,14.7,71,0,597052.683,8541.489621,37587.02348,-18027.32852,1764.904707,4920.981301,626366.6658
2012/12/13,22.8,14.9,17.6,71,0,596394.6167,10260.21817,43142.92927,-17570.97347,4620.593791,4121.459454,625820.9645
2012/12/14,26.2,16.4,20.5,77,0,596003.0556,12021.22836,18200.78694,24584.11394,1766.644551,-12645.69015,630718.6516
2012/12/15,27.2,18.8,22.1,83,0,595793.7299,13631.71382,-19186.7214,5476.711601,-5468.856187,18557.96325,607668.4917
2012/12/16,28.2,20.2,23.1,83,0,595624.2037,14805.07655,-42827.81348,-25810.40827,-8230.411442,-20795.84541,509802.7243
2012/12/17,24.2,20.6,21.7,87,2.9,595493.6097,15418.49257,-36244.47646,6635.187728,-459.7081568,18912.31578,606084.9818
2012/12/18,21,12.7,16.2,82,3.8,595245.9556,15198.50838,-4460.408141,21212.35613,10277.82097,-13326.07622,632241.6889
2012/12/19,13.8,9.5,11.6,70,0,594885.1673,14107.58507,30445.63833,-15465.89394,10462.07756,5563.008223,629427.6444
2012/12/20,20.3,13.2,15.9,80,0,594681.5724,12455.98517,44718.16546,-12408.9097,-2329.038268,2835.822005,633192.1856
2012/12/21,24.5,17.8,20.1,85,0,594611.6125,10215.40195,27848.98327,18814.71346,-15151.98426,-10775.27632,627723.4825
2012/12/22,17.8,12,14.5,80,0,594496.9322,7170.039299,-9524.632898,2417.52229,-12227.81825,16744.1309,606552.6079
2012/12/23,14,9.1,11.2,56,0,594272.1241,3260.522009,-41506.10796,-16848.49426,6384.383329,-19490.25256,523481.0783
2012/12/24,14.9,5.8,9.7,59,0,594041.518,-1351.572275,-44729.18113,5652.855813,20866.54756,18545.75334,608322.8222
2012/12/25,18.5,9.5,13.6,66,0,593481.968,-6977.802467,-16409.35548,10431.17131,11429.88326,-14371.2738,624656.041
2012/12/26,20.3,15.1,17.4,65,0,592069.7067,-14074.25215,24080.89666,-8623.830272,-14142.47615,8704.008815,627438.0502
2012/12/27,18.1,14,15.2,85,0.7,589860.6091,-22261.69313,50137.83855,-741.5856567,-23672.45536,-1116.877514,628788.6214
2012/12/28,22.6,14.3,17.6,77,0,586958.4687,-30918.53896,44501.63328,7030.12537,-1581.570186,-6199.691878,617506.9879
2012/12/29,22.3,10.2,18.3,80,0.4,583712.3826,-39021.89158,10564.97856,-5435.819248,27425.45455,12960.16349,589388.6755
2012/12/30,11.9,6.8,8.8,61,3,580404.0499,-45595.00733,-30445.99166,-629.7198909,24830.99246,-18077.60016,525648.092
2012/12/31,12.5,4.1,8.3,28,0,576931.1475,-50110.50069,-52929.26485,7063.55017,-11745.80321,20919.56605,449472.2081
2013/1/1,13.2,8.3,10.7,46,0,574316.6349,-50823.13571,-40245.96871,-5457.853856,-37080.51639,-20338.09581,306132.3203
2013/1/2,19.1,11.9,14.5,49,0,573627.3963,-46263.98259,-110.9494991,-7318.022519,-17798.59268,13172.06925,489368.5994
2013/1/3,16.8,11.9,14.9,64,0,573601.7765,-38106.04895,35412.02607,5427.717477,19210.34172,-3478.16158,593443.9592
2013/1/4,11.9,6.9,8.6,75,0,573554.7146,-27683.87196,40727.00191,7246.587998,29270.19424,-6320.604104,631328.0471
2013/1/5,11.8,6.1,8.8,77,0,573217.8945,-15934.74777,16243.90803,-5680.873965,5419.488404,14252.2362,618985.092
2013/1/6,13.2,8.7,10.5,73,0,572258.1834,-3875.265646,-15544.65896,-7646.184598,-19625.44892,-18083.24759,554283.2665
2013/1/7,16.8,9.3,11.9,71,0,570393.1666,7604.391105,-29393.76991,8991.71965,-16920.47207,18195.12128,612758.1623
2013/1/8,18.5,11.9,14.4,68,0,567449.8608,17878.45984,-16848.2075,8945.859415,5808.189345,-13500.28705,631017.5121
2013/1/9,15.4,11.3,13.1,63,0,563392.5696,26682.47814,9177.959894,-12150.06069,19229.50619,6974.817321,635588.6069
2013/1/10,15.2,9.7,12.1,56,0,558831.8596,34667.3979,27190.37479,-5892.253749,10563.20602,990.185156,637868.9973
2013/1/11,17.2,12.3,14.1,58,0,554027.3775,42160.03116,22546.79211,15814.82812,-7365.437643,-8568.168633,631716.2933
2013/1/12,18.5,10.4,14,68,0,548966.9955,49173.67545,-1087.817106,766.7765939,-14898.49132,14327.62511,608153.5034
2013/1/13,19.5,11.6,15.1,68,0,543733.7748,55835.46404,-23974.34227,-17407.89921,-6260.681564,-16650.9629,524083.3509
2013/1/14,19,9.4,13.9,60,0,538663.0779,62535.91625,-26473.86863,6074.326856,7391.839352,15021.59888,599648.9456
2013/1/15,18.3,10,14,73,0,533655.8703,69099.89781,-6852.56661,15407.40316,10888.64624,-10397.28973,619923.324
2013/1/16,22.5,11.8,16.2,70,0,528526.1732,75193.24342,18106.3404,-12730.08203,2420.896256,4032.700454,617823.0917
2013/1/17,19.4,13.1,16,69,0,523334.6651,80750.25122,27952.76778,-9992.970955,-6244.62804,2878.113851,620644.537
2013/1/18,16.1,11.5,13.5,58,0,518114.8537,85669.57155,14756.29384,17292.31929,-6186.071869,-8862.039777,619735.6302
2013/1/19,19.1,8.6,13.3,63,0,512923.3255,89866.53101,-10533.19321,2651.396117,-281.9592854,12822.73886,597184.2012
2013/1/20,20.7,13.4,16.7,70,0,507941.8814,93378.94519,-26993.63005,-18653.56073,3596.942608,-14133.95391,525661.0696
2013/1/21,24.3,17.1,20.1,76,0,503306.0361,96138.66895,-21324.326,4768.538483,2377.239401,12154.0771,587900.297
2013/1/22,25.3,16.9,20.5,80,0,498864.7283,97684.94243,991.5580908,15901.31629,-960.2703686,-7940.862499,604350.6375
2013/1/23,21.5,16.3,18.6,72,0,494454.8284,97523.50658,21301.7638,-11149.79519,-2066.430446,2505.806619,596546.4917
2013/1/24,23.6,15.3,19,75,0,490159.6728,95469.62084,23740.54873,-10358.64508,-188.2323417,3005.822108,593043.4238
2013/1/25,20.7,14.4,17.3,66,0,486036.4766,91345.54903,7131.523812,14646.12324,1141.3295,-7684.809423,582488.4257
2013/1/26,19.4,14.6,17,81,3.8,482109.1839,84963.59805,-14750.8429,3298.25395,-338.3786147,10411.38345,557739.2851
2013/1/27,20.3,14,16,70,3.2,478349.3876,76115.04081,-24499.50546,-15250.04478,-2158.118775,-10987.1181,491855.1396
2013/1/28,20.2,12.4,16.2,67,0,474759.9409,64674.84612,-14742.08345,3234.267734,-808.0519987,9213.274429,536860.4806
2013/1/29,23.4,14.5,17.8,66,0,471174.7381,50397.31584,6060.261348,12534.95715,2275.913265,-5786.924937,540944.1488
2013/1/30,23.6,14.8,18.3,73,0,467510.8878,33238.25867,21308.04469,-7915.349273,2801.870994,1713.250879,524189.4724
2013/1/31,24.6,15.3,18.9,64,0,463749.0464,13365.55231,19563.55807,-7728.038079,-332.7575964,2293.381221,492239.3765
2013/2/1,26.6,16.5,21,67,0,459955.8159,-8817.520106,3136.86022,10285.6918,-3156.143278,-5312.818128,457517.3306
2013/2/2,28.1,18,21.9,68,0,456131.3643,-32861.02378,-14661.72929,2406.370739,-1952.361654,6837.751575,420816.1924
2013/2/3,22.8,18.9,21,71,0,452198.558,-58292.30754,-20257.14199,-9959.584535,1838.596189,-6688.493336,372730.5455
2013/2/4,23.9,19.9,21.5,84,0,448043.9237,-84549.52539,-9890.17614,2598.243401,3669.36847,5503.005168,363174.5714
2013/2/5,26.6,20.4,22.3,89,2.5,443913.4055,-110536.923,8540.783612,8196.595842,2024.631087,-3358.330258,340145.0959
2013/2/6,26.1,20.3,22.3,84,0,439959.8484,-135190.9856,20643.80542,-6440.547137,-1488.263195,634.5873601,301822.0891
2013/2/7,26.4,19.4,22.1,78,0,436328.81,-157451.3465,16603.08964,-4961.986364,-3863.52223,1837.986708,266266.2945
2013/2/8,21.2,11.7,16,89,3.3,433153.5264,-176310.342,-1032.478206,8124.143627,-3020.031092,-3950.58648,219859.6304
2013/2/9,13,8.3,10.5,73,0,430714.3148,-190690.2979,-18867.53441,421.3622009,580.669009,4720.986336,179992.0682
2013/2/10,15.4,10.1,12.2,72,0,429145.9672,-199849.8798,-23564.82921,-9171.891739,2973.76566,-5250.568296,161613.4785
2013/2/11,21.7,14.5,16.9,73,0,428313.538,-203552.5896,-12053.69942,2874.651949,757.2462368,4633.743823,165007.2662
2013/2/12,21.7,15.6,17.9,74,0,428539.7506,-201247.5952,7608.498597,7939.244602,-3070.9359,-3783.758796,176635.5212
2013/2/13,21.6,12.3,15.5,63,0,429933.5024,-192880.3808,20609.66528,-8136.218567,-4464.817948,1155.611527,193342.2774
2013/2/14,23.5,16.2,18.9,75,0,432371.3521,-178948.8922,16280.68996,-6575.607099,-2868.987231,1439.477915,215819.5187
2013/2/15,23.9,16.4,20.1,77,0,435719.4056,-160218.7502,-2784.610997,11350.40531,-51.13410244,-4685.978206,241452.4577
2013/2/16,17.9,14.1,16,73,0,439818.7075,-137690.0392,-22045.65383,1603.827242,2073.173135,6886.735567,262442.4451
2013/2/17,21.9,16,18,76,0,444437.3801,-112603.2783,-26038.38976,-14210.31926,2110.834727,-8364.609055,286006.9644
