date,U10,V10,U100,V100,Target
20120325 8:00,-0.402469084,1.11077439120133,-0.798622407,2.38386241967618,0.0421013045786289
20120325 9:00,-0.596294148,1.4871210312597,-1.563657951,3.33724556272223,0.0289446475554661
20120325 10:00,-0.729324166,1.58651665641619,-2.092835703,3.88369271662555,0.0030953375044223
20120325 11:00,-0.731939007,1.4803373535784,-2.170578637,3.72269205704854,0.00469880623002299
20120325 12:00,-0.840128039,1.09691209333084,-2.344842993,2.89142382105454,0
20120325 13:00,-1.276806428,1.02819048899416,-2.520609627,2.0441237397213,0
20120325 14:00,-1.495145623,1.17507185791976,-2.213393587,1.64025767840949,0
20120325 15:00,-1.387283446,1.23229070444901,-1.745809271,1.60580626608475,0
20120325 16:00,-1.766435341,0.724989590890702,-1.862235887,1.41274191582927,0
20120325 17:00,-2.047530712,-0.208798389,-2.371884013,0.554185432449333,0
20120325 18:00,-1.58306964,-0.327955162,-1.762709909,0.469250762460615,0
20120325 19:00,-1.355251648,-0.306719302,-1.346578646,0.733264555919522,0
20120325 20:00,-1.426506056,-0.210862987,-1.278224955,1.17021761718678,0
20120325 21:00,-1.583396495,-0.386058836,-1.70487217,0.925987803082678,0
20120325 22:00,-1.148025526,-0.22531517,-1.643278734,0.687897844640408,0
20120325 23:00,-0.8826192,0.191438594130826,-1.140766433,0.314731061637766,0
20120326 0:00,0.185216352973186,0.185539743973171,0.24546144682894,0.197391597878252,0
20120326 1:00,-0.440348597,0.318414042310447,-0.577412507,0.33205494032188,0
20120326 2:00,-0.096119832,0.664856052976419,-0.12344228,0.788055023393137,0
20120326 3:00,0.191371411091041,1.06737469418239,0.253342034762788,1.29027133109999,0.00600272562177434
20120326 4:00,0.635762505610404,1.49925282781768,0.851441407460891,1.82569485206354,0.0233060807107908
20120326 5:00,0.504537175274444,1.64017839147842,0.664512490366866,2.00953272339182,0.0486796351947181
20120326 6:00,0.323230680220895,2.06412946215779,0.432588941565278,2.60623553479813,0.0737712603367704
20120326 7:00,-0.042235034,2.27258185840596,-0.085398038,3.05299237294226,0.104783382717627
20120326 8:00,-0.242242724,1.88621093803612,-0.559122006,3.87461414424183,0.0635278630078613
20120326 9:00,-0.551921825,1.943168353,-1.44804034,4.558271926,0.0548820586186355
20120326 10:00,-1.030862584,2.20711019028858,-2.481819439,4.98928101397157,0.0277229597034467
20120326 11:00,-1.323742306,2.44844521805759,-2.806292921,4.76299268445948,0.0480218039219408
20120326 12:00,-1.428342207,1.93347972084732,-3.010780719,3.9615691150377,0.0699182400278645
20120326 13:00,-1.450530065,1.32632541740899,-3.348423362,2.93830766736503,0.141622023434737
20120326 14:00,-1.460990055,1.0714850231225,-3.712038516,2.59973102910867,0.208063148241359
20120326 15:00,-1.481910035,0.977828242272967,-3.894577713,2.45183911027475,0.202048675256767
20120326 16:00,-1.543402098,0.961680521436841,-4.209905945,2.43266793561109,0.148106378305037
20120326 17:00,-1.646100183,0.876831588316107,-4.416222792,2.29812737056079,0.187952255514443
20120326 18:00,-1.609014764,0.51159950249537,-4.391713522,1.41043351515256,0.180152237046335
20120326 19:00,-1.621693539,0.367444394667411,-4.419880893,0.9041090985892,0.160793155547001
20120326 20:00,-1.607429917,0.193049009637252,-4.399395532,0.442289194637905,0.169908837612918
20120326 21:00,-1.513290006,0.11935668363966,-4.08260406,0.101658501953295,0.181655855292483
20120326 22:00,-2.004275602,0.338084902238091,-3.542302669,0.340271158034876,0.140306359836928
20120326 23:00,-2.14691183,0.525692058861444,-3.04150876,0.630919859632096,0.0918146771860422
20120327 0:00,-2.295887447,0.650469901686052,-3.138082604,0.779154120870725,0.0682266692378842
20120327 1:00,-2.955790064,0.935551611719717,-3.999828986,1.13217378045028,0.0755568068725398
20120327 2:00,-2.187879343,0.948924875797117,-2.923464945,1.12476021,0.171694388357703
20120327 3:00,-1.996116003,1.12963539294557,-2.632181732,1.35416901803396,0.125646084567617
20120327 4:00,-2.01726427,1.24999476964217,-2.6682968,1.52138620998011,0.0840146587179335
20120327 5:00,-1.797207979,1.13752218970917,-2.379376255,1.34263679789974,0.0536603686621083
20120327 6:00,-1.832645615,1.56066598128638,-2.546450636,1.96249363011393,0.135137670668944
20120327 7:00,-1.758626681,1.85213455733227,-3.017971666,2.89495600096636,0.194248653631895
20120327 8:00,-1.456549408,1.50923035021946,-3.548221872,3.18696828936493,0.193308891964989
20120327 9:00,-1.452834172,1.25959608744133,-4.00691699,2.98639003203051,0.197161917535165
20120327 10:00,-1.305653665,1.19478719229701,-3.785838769,2.95344083164703,0.206747479382281
20120327 11:00,-1.755768807,1.34909408549777,-4.532104336,3.24874804008395,0.304106748719464
20120327 12:00,-2.423939729,0.837481008485452,-5.495397836,1.66677455667221,0.258622303613129
20120327 13:00,-2.103286275,0.390676826617454,-5.172049842,0.628051014583063,0.213419789953175
20120327 14:00,-1.868083252,0.254886760600779,-4.74001912,0.308855635868119,0.19340287086754
20120327 15:00,-1.794635892,-0.000233969,-4.490588883,-0.260753666,0.148294330848869
20120327 16:00,-1.650027472,0.0357709722556903,-4.157452694,-0.307706276,0.081195374769469
20120327 17:00,-1.905235613,0.0642320214460537,-4.190192522,-0.365779242,0.0561037485751627
20120327 18:00,-1.982112421,-0.03040954,-4.013329946,-0.575006664,0.0826050162175742
20120327 19:00,-2.01726427,-0.245067573,-3.68390652,-1.003758134,0.130908748429136
20120327 20:00,-2.009548011,-0.550252318,-3.143530594,-1.588606441,0.127149701761512
20120327 21:00,-1.752339358,-0.745364812,-2.514385856,-2.154097093,0.175265480376988
20120327 22:00,-1.377386301,-0.956936707,-1.755631901,-2.516950162,0.124894273340035
20120327 23:00,-0.712930615,-1.057750544,-0.880094641,-1.699809993,0.0932243175818936
20120328 0:00,0.280466358161007,-1.272408578,0.449749924285131,-1.694867612,0.0618362932701349
20120328 1:00,1.20911193549212,-1.091052827,1.58154446559942,-1.47096317,0.0109805233007137
20120328 2:00,1.522024127,-1.098752034,1.96304509937086,-1.506018463,0
20120328 3:00,1.8166401030705,-1.088788355,2.33885169383227,-1.507206778,0.00891304847532326
20120328 4:00,2.34160073590465,-1.046216272,3.01815058351784,-1.476904746,0.0537543465124051
20120328 5:00,2.87922797918251,-1.019948391,3.8050668161628,-1.436502035,0.048397706905097
20120328 6:00,2.492661794,-0.986887093,3.45317518680348,-1.359855716,0.0442627551498084
20120328 7:00,1.24195129590176,-0.717867764,2.34454573314229,-1.299845808,0.0539422958994754
20120328 8:00,0.992841290508617,-1.11052729,2.12133939218945,-1.541073756,0.0499013251512454
20120328 9:00,0.763904035081395,-2.158978045,1.80873663406927,-2.071062254,0.0259374121154234
20120328 10:00,-0.171548603,-2.178905403,1.22509760479207,-2.446569799,0
20120328 11:00,-0.835841951,-1.685250404,0.531563616831455,-2.623628736,0
20120328 12:00,-1.198482316,-1.397209505,0.164867485266072,-2.542229158,0
20120328 13:00,-0.852730765,-1.795756661,0.576546527380625,-2.828018919,0
20120328 14:00,-0.101647679,-2.081080192,1.42609719243583,-3.104896318,0
20120328 15:00,0.364202105524033,-2.076098353,2.02169370426408,-3.145299028,0
20120328 16:00,0.407831541496844,-1.983254981,2.22326269583884,-2.996165494,0
20120328 17:00,0.728719006071064,-2.036243637,2.68106345636456,-2.340809762,0
20120328 18:00,1.17767997624289,-1.836517165,3.0079013127598,-1.407982475,0
20120328 19:00,1.51733278962262,-1.54077706,3.12690673433925,-0.649837494,0
20120328 20:00,1.79834388798513,-1.31704718,3.11324103999519,-0.194712843,0
20120328 21:00,1.705924545,-1.121849653,2.89117350690436,0.0554274679123452,0
20120328 22:00,1.07822362757369,-0.727378548,2.37927937293343,0.171288181998974,0
20120328 23:00,0.778447180405665,-0.018598664,1.18182290603591,0.0679047755832132,0
20120329 0:00,0.808471738494481,0.238645408907102,1.06053986873245,0.303191148805289,0
20120329 1:00,0.77270072361428,1.21095293458425,1.02983023502465,1.54252819207795,0
20120329 2:00,1.38010348117916,1.05705574495157,1.77903117789813,1.33979209060626,0
20120329 3:00,1.94378452322272,0.850355120752841,2.53165312964318,1.04144748673599,0
20120329 4:00,2.11161949570775,0.838621024182607,2.76941324621719,1.00861806121359,0.00684850943838362
20120329 5:00,2.13606604632182,0.824179059173089,2.81901787485493,1.00804210637986,0.0451085421231793
20120329 6:00,1.8930109181012,0.951448875819467,2.54533716512946,1.18658810483504,0.107508689868049
20120329 7:00,1.107900543,1.21952785130865,1.79328538152966,1.80689146075836,0.12902922404307
20120329 8:00,-0.047198974,1.45105060286748,0.371856195392986,3.02676379859085,0.107414713070006
20120329 9:00,-1.238028064,1.65007893315491,-2.200742476,3.75189093425237,0.0888074417459996
20120329 10:00,-1.696871014,1.22404096537412,-4.288128056,3.33317177013328,0.0491495149759173
20120329 11:00,-1.899965435,0.751969234125498,-4.722026014,1.97219049803783,0.102903859383815
20120329 12:00,-2.011855417,0.22619144549773,-4.914172679,0.673988302818556,0.0613664124366818
20120329 13:00,-1.997281511,-0.023383762,-4.925576042,-0.1663298,0.0537543433556434
20120329 14:00,-1.963432441,-0.171413904,-4.685535253,-0.791816749,0.105629168638744
20120329 15:00,-1.920180852,-0.391202559,-4.540712544,-1.560140497,0.118691848863864
20120329 16:00,-1.900905687,-0.657476289,-4.381065464,-2.535232031,0.053002537389331
20120329 17:00,-1.812522004,-0.907954119,-3.961991877,-3.446968532,0.00836387294284292
20120329 18:00,-1.744823864,-1.249145543,-3.713398565,-4.464680724,0
20120329 19:00,-1.669133582,-1.658484988,-3.5982246,-5.457050902,0
20120329 20:00,-1.687938621,-2.059700829,-3.77953807,-6.247836889,0
20120329 21:00,-1.614598969,-2.438351099,-3.642127547,-6.837614639,0
20120329 22:00,-1.742003108,-3.274179824,-3.234457323,-6.970660205,0
20120329 23:00,-1.698751518,-4.246755905,-2.542273195,-6.878507432,0
20120330 0:00,-1.143532744,-4.810443852,-1.575838189,-6.980451437,0
20120330 1:00,-0.970389389,-4.443946456,-1.288816453,-6.244540904,0
20120330 2:00,-0.480481993,-4.948268974,-0.641137419,-6.896570672,0.00638743912704468
20120330 3:00,0.513447230293661,-5.022700679,0.716667518733889,-6.992033593,0.0638097902452284
20120330 4:00,1.44818689879433,-4.734039257,1.99986778930326,-6.613183885,0.0909688933694329
20120330 5:00,2.1894222520915,-4.182004107,3.06754346662454,-5.879500298,0.0887134638957026
20120330 6:00,2.6606621726459,-3.46249762,3.82409005164154,-4.968099574,0.0446327865560629
20120330 7:00,2.46032829337639,-2.464826489,4.28995474935471,-4.271640522,0.00778827110528979
20120330 8:00,1.64305712681103,-1.574508779,4.42369052260096,-3.875979733,0.00638450439084781
20120330 9:00,1.16407703364848,-1.801620907,3.84122149366895,-4.263835378,0.0548820575663816
20120330 10:00,0.531659401136343,-2.119387034,2.727125135,-5.189045204,0.204210123723438
20120330 11:00,0.0198974004569719,-2.465303615,1.40303045415472,-6.501510279,0.419227503459535
20120330 12:00,-0.214128995,-2.691938616,0.418248851159618,-7.263412465,0.562353147244928
20120330 13:00,0.0267269645229775,-3.082227944,0.705614975490398,-7.75813855,0.703693242390043
20120330 14:00,-0.256016988,-3.564602652,-0.032694913,-8.428780585,0.804999509886428
20120330 15:00,-0.350720276,-4.201566286,-0.200140943,-9.320968646,0.80631517979776
20120330 16:00,-0.487766862,-4.915824384,-0.565980125,-9.775468217,0.841368269770085
20120330 17:00,-0.392608269,-5.332832786,-0.408481383,-10.38907266,0.596184551469741
20120330 18:00,-0.125344662,-5.620539956,0.0966198427740128,-10.94984227,0.30391879828014
20120330 19:00,0.340886911559247,-5.68733764,0.831613968466201,-10.84957618,0.345926134478757
20120330 20:00,1.89165325881364,-4.695392025,3.75611691069407,-9.271736196,0.324875475875919
20120330 21:00,2.4630601190028,-3.58034782,5.16752668288794,-7.242398614,0.462550499046944
20120330 22:00,3.35181405612569,-2.314054572,6.2705704985884,-4.284248833,0.497321670199934
20120330 23:00,4.73502843162741,-1.616973022,6.83369757684429,-2.394203062,0.43106849688489
20120331 0:00,4.92352439984917,-1.162271641,6.87238147819651,-1.691740053,0.410017848804591
20120331 1:00,5.4164629281454,-0.236271723,7.52902618227344,-0.406382358,0.5179964216106
20120331 2:00,5.48420180814261,-0.343973525,7.56944335289736,-0.538125746,0.334367061977246
20120331 3:00,5.39162533881308,-0.277300981,7.40561908796841,-0.45629395,0.279203072964481
20120331 4:00,5.22589087908656,0.224374947757397,7.17658845443287,0.202422993718635,0.305986271001022
20120331 5:00,4.95493535909769,0.778269931987112,6.81229502320928,0.960382754171158,0.349591199087068
20120331 6:00,4.63340147537756,1.12981607517668,6.42482908082798,1.47923116599701,0.378723790768336
20120331 7:00,4.22651660286094,1.23611915295814,6.037902034,1.7154406778685,0.482191513044916
20120331 8:00,2.70555295065675,0.84540871795435,5.31362633647438,1.68061863680637,0.203082413721716
20120331 9:00,1.89088002055687,0.426257547228328,4.62222327100122,1.27436149108143,0.0610844841470607
20120331 10:00,1.89223479815682,0.63420128709908,4.29834701040155,1.8489251686067,0.0318579072497197
20120331 11:00,1.53005758643836,0.877113144661101,3.73358441288333,2.42813178494025,0.0525326555036239
20120331 12:00,1.33722757471295,0.912081262352371,3.21893910693876,2.41478333586643,0.0280988616343489
20120331 13:00,1.15975170912024,0.811839324970731,2.87727929126457,2.2139762324081,0.102698286848008
20120331 14:00,1.21620077578459,0.922338576875143,2.70914386146907,2.22964615088607,0.109752367769944
20120331 15:00,1.19904025951862,1.25663378200368,2.4165235461519,2.56277701038051,0
20120331 16:00,1.29929380191451,1.728004008,2.08133047777754,2.69161856231042,0
20120331 17:00,1.33632438964632,1.74805239595833,1.97840141658862,2.52621386726527,0
20120331 18:00,1.30019698698114,1.7830205136496,1.96816240003056,2.48732925474588,0
20120331 19:00,1.10556060512246,1.80400138426436,1.76338206886938,2.48500778534174,0
20120331 20:00,0.96647010486151,1.60724744205482,1.54135707824198,2.31902272294555,0
20120331 21:00,0.848152861133037,1.36200437664671,1.34034901633903,2.10951010922169,0
20120331 22:00,0.425462249950398,0.804845701432477,1.04449532737195,1.88780978112608,0.00262251877801057
20120331 23:00,0.543327901145557,1.19788734428235,0.73031918772202,1.5865991259386,0
20120401 0:00,0.585777599277147,1.16012177717578,0.762114028612836,1.47923116599701,0
20120401 1:00,0.111903158640772,0.747490095025884,0.151707569773863,0.941060336770185,0
20120401 2:00,-0.199957084,0.463474825792026,-0.266119697,0.556148848481896,0
20120401 3:00,0.176032166277791,0.530860614193053,0.23602976077276,0.632905391600968,0.00900996106181702
20120401 4:00,0.111463918862436,0.679652053011427,0.160355999619903,0.831004999209751,0.0179494400512287
20120401 5:00,0.0367931565453583,0.67558177049056,0.0468453578906192,0.819717272280475,0.033361525495868
20120401 6:00,-0.217526675,0.762414464269064,-0.28287603,0.929208223494446,0.00129217202893251
20120401 7:00,-0.550909667,0.707239523430639,-0.73637807,0.837213249020852,0.0204838588693675
20120401 8:00,-0.650617097,1.12512186223969,-1.121773725,1.25316598636465,0.0322338112851298
20120401 9:00,-1.655597709,1.25537090290745,-2.122288953,1.3333088475625,0.0180375431678624
20120401 10:00,-2.251646089,0.303829300251338,-2.899026058,0.593962733694968,0.0017649897030903
20120401 11:00,-2.237590416,-0.549573268,-3.307664369,-0.429834099,0.0195470340431662
20120401 12:00,-2.043446434,-0.75625317,-3.728734797,-1.29165205,0.0440748026059763
20120401 13:00,-2.029830001,-0.907305877,-3.789273806,-1.974559529,0.04755192098398
20120401 14:00,-1.987662982,-0.90278334,-3.616845736,-2.517499194,0.0694483570899037
20120401 15:00,-1.950327601,-1.032127874,-3.317934379,-3.019238656,0.129405129130734
20120401 16:00,-1.81284555,-1.282224122,-2.682815312,-3.603378525,0.206277597496574
20120401 17:00,-1.648569873,-1.492974306,-2.336337592,-4.140674327,0.238793341280341
20120401 18:00,-1.360428578,-1.747140837,-1.934185604,-4.774480194,0.327694754563114
20120401 19:00,-0.944029268,-1.966483839,-1.465008285,-5.658309212,0.411239534552102
20120401 20:00,-0.637000663,-2.203012479,-0.963399354,-6.340652305,0.61450990607892
20120401 21:00,-0.576385574,-2.461249292,-0.867185571,-6.877383721,0.790903085935089
20120401 22:00,-0.76306248,-3.671932215,-0.972047783,-7.047828397,0.744290930827032
20120401 23:00,-0.014597898,-4.398251519,0.100898044428373,-6.853679494,0.753970473681207
20120402 0:00,0.610440307051849,-5.069848135,0.985199996186036,-7.344695616,0.862043027494275
20120402 1:00,0.697643290667234,-5.292130812,1.04043474638767,-7.537341903,0.776900640886302
20120402 2:00,1.06291466671142,-5.334855781,1.56071202044408,-7.503667785,0.639601529116464
20120402 3:00,1.25764674666549,-5.312495049,1.84097458977069,-7.444738078,0.497885523622415
20120402 4:00,1.2639923948921,-5.081700356,1.84048376215366,-7.141671012,0.439244429910947
20120402 5:00,0.980421239765503,-5.000243405,1.50770263780437,-7.148603919,0.346114085970334
20120402 6:00,0.680985964072385,-5.054548039,1.15577923639075,-7.66312464,0.321022453462505
20120402 7:00,0.0170725183634066,-4.046318624,0.328243874070838,-7.606670971,0.322901977848571
20120402 8:00,-0.573072767,-3.344351372,-0.721636399,-7.707198118,0.121605110662625
20120402 9:00,-0.633356425,-3.625457712,-0.923366549,-8.395041508,0.171130528621698
20120402 10:00,0.0959965181818574,-3.479314359,0.328734701687873,-8.270744394,0.185038996872443
20120402 11:00,-0.213750436,-3.344750671,0.07890344461739,-7.94440257,0.486514405769243
20120402 12:00,-0.260946195,-3.983628716,0.0214766134243716,-8.607485579,0.219904139562206
20120402 13:00,0.081718809671987,-4.059096185,0.538808921778573,-8.528747566,0.0575133889710142
20120402 14:00,1.03713547079082,-3.556379024,2.51291759749071,-7.701750834,0.0627760528325332
20120402 15:00,1.4369113090672,-2.568913146,3.76354636569423,-5.884338855,0.0607085790593967
20120402 16:00,1.70223872554229,-1.712017968,4.9292619561508,-3.603907747,0.0498073462486945
20120402 17:00,1.99096572,-1.022428978,5.39898398565267,-2.104419062,0.0367446649713208
20120402 18:00,1.90886889592125,-0.732138767,5.15700597045474,-1.254147572,0.0852363486744608
20120402 19:00,1.7934574187998,-0.859914376,4.89833981627764,-1.41905171,0.10985809298306
20120402 20:00,1.8771406547882,-0.71816331,5.07111113747373,-1.096671547,0.0757447594163718
20120402 21:00,1.93068206170022,-0.425876604,5.05491382611159,-0.34989845,0.0544121788374363
20120402 22:00,2.55771142709203,-0.287719227,4.56212289860911,0.137385851507423,0.0181373915428069
20120402 23:00,2.69414286396413,0.130745892427726,3.80870250646139,0.344382638287904,0.000649022855170964
20120403 0:00,3.01459809940789,0.419838207698273,4.06147872923408,0.59198645022628,0.0176528275580841
20120403 1:00,2.53886889960247,0.882944842339392,3.35975708631944,1.17825178775296,0.0617423175243458
20120403 2:00,3.24199917942452,0.717604506143659,4.28038494569445,0.923781146851536,0.115402687238708
20120403 3:00,3.66308508784754,0.709313102853607,4.89062422396904,0.912640727088571,0.138896715232062
20120403 4:00,3.43610274962892,0.56689605810684,4.62095019440186,0.719149225942328,0.146320831769268
20120403 5:00,3.33152449955961,0.642981876533195,4.47341981943437,0.81589497651545,0.126491870488734
20120403 6:00,3.12632929677211,0.73955233838203,4.24829229919178,0.975378880490534,0.197819750912451
20120403 7:00,2.75594799444331,0.46593602981033,3.89287821404284,0.671069519596899,0.194624561876322
20120403 8:00,1.5330955021556,-0.166161539,3.68499450386139,-0.204332939,0.210694477541485
20120403 9:00,2.01756216819637,-0.388566239,4.6032273896168,-0.513333003,0.0880556336751793
20120403 10:00,2.11897138038479,-0.353937437,4.76943855881718,-0.339190652,0.127243677507301
20120403 11:00,2.24018707932876,-0.454409735,4.46815087747125,-0.225441102,0.0879616558248823
20120403 12:00,2.14471981316701,-0.767044412,4.05238345710834,-0.379061628,0.05732543853169
20120403 13:00,1.92764071832617,-0.983108628,3.89287821404284,-0.761940265,0.0322338112851298
20120403 14:00,1.65233055242401,-1.336224862,3.52644725024374,-1.256809437,0.00995266062168183
20120403 15:00,1.18489746499301,-1.723482168,3.04074660018845,-1.7933086,0.0131566612321785
20120403 16:00,0.919490542468632,-1.875166076,2.8707034731967,-2.132798233,0.0237759604919899
20120403 17:00,0.786787081206441,-1.936620006,2.83525786362659,-2.243029755,0.0171036562346196
20120403 18:00,0.610509349082038,-1.965396053,2.68724849393519,-2.413654079,0.0260313868089585
20120403 19:00,0.655668138884694,-1.977589293,2.66377775246309,-2.647016556,0.0444507066413864
20120403 20:00,1.02961460882949,-1.843463651,3.10157893012634,-2.599523188,0.047927826071644
20120403 21:00,0.98128678114595,-1.77079194,3.22084861638252,-2.693923587,0.053096514187374
20120403 22:00,1.04744044690949,-1.987343885,2.7413748977382,-2.890346777,0.0855182748595739
20120403 23:00,1.33780354274587,-1.667880993,1.98695820756356,-2.248893134,0.053002537389331
20120404 0:00,1.70422354772356,-1.312813841,2.29255684142478,-1.711807634,0.0599567699363226
20120404 1:00,1.11554123803664,-0.874925756,1.42364416071066,-1.147341612,0.0756507836705827
20120404 2:00,1.20521434830911,-0.555078338,1.53086578717006,-0.740863627,0.10327976762824
20120404 3:00,1.41505853021576,-0.196804021,1.80487661034407,-0.285523306,0.0829809223574922
20120404 4:00,1.80333854576103,0.0851816001252823,2.32226350627512,0.0763412409691848,0.192463107096126
20120404 5:00,2.0263833378093,0.266014062768746,2.63825528372424,0.308614375082556,0.256930735979909
20120404 6:00,2.02410737054351,0.353039685415912,2.66945734433412,0.425459091938368,0.297058543583445
20120404 7:00,1.84476114999856,0.384685366378518,2.76419814654957,0.526016363414278,0.258340376375761
20120404 8:00,1.94262774242791,0.576819857937197,3.06146868763276,0.926829149719669,0.155812421027356
20120404 9:00,1.69045056937741,0.154689077953863,2.30637882087373,0.567089051763594,0.0762146413020788
20120404 10:00,0.179663498340194,-0.882272075,1.27500889016906,-0.403784323,0.0477398735278119
20120404 11:00,-0.297379241,-1.252413522,0.870516722626473,-1.028372446,0.0317639325561846
20120404 12:00,-0.483553363,-1.568870332,0.749679651537313,-1.476631269,0
20120404 13:00,-0.554563542,-1.828251895,0.720179521506155,-1.905061897,0
20120404 14:00,-0.290096145,-2.07633143,1.07020991052969,-2.109009039,0
20120404 15:00,-0.007876204,-2.103456299,1.36577852103416,-1.876027755,0
20120404 16:00,-0.285544211,-2.053162271,1.02822895625458,-2.089180845,0
20120404 17:00,-0.539997351,-2.0644643,0.611255964468039,-2.613919846,0.000643149173761537
20120404 18:00,-0.617835432,-2.169573168,0.515947852059687,-3.055097171,0.0125928004439207
20120404 19:00,-0.643781458,-2.224388009,0.509140129744805,-3.314988147,0.0540362737497723
20120404 20:00,-0.547280446,-2.290504878,0.63621761295594,-3.521059739,0.0782821129707075
20120404 21:00,-0.48582933,-2.273551834,0.695217873018254,-3.722882431,0.0906869640275579
20120404 22:00,-0.473083913,-2.013040068,0.440495596403075,-3.887881335,0.0896532255626087
20120404 23:00,-0.265970892,-1.76383033,-0.035477655,-3.441038811,0.079309980911009
20120405 0:00,0.196960849560264,-2.169573168,0.322495076278448,-2.964453996,0
20120405 1:00,1.11763954719962,-1.295905936,1.47003728475025,-1.721856702,0
20120405 2:00,0.983237114989945,-1.145964183,1.24200678442893,-1.536733822,0.00741823969903517
20120405 3:00,0.881824370686285,-1.050349153,1.09206892120395,-1.418990225,0.0308241677325166
20120405 4:00,0.892413653224016,-1.036224205,1.09987818491358,-1.406058848,0.0626820781389981
20120405 5:00,0.830099798290441,-1.100873004,1.01501751926889,-1.493175497,0.0351470720316374
20120405 6:00,0.834579879364097,-1.121517159,1.0275123412043,-1.533330828,0.0155060622426821
20120405 7:00,0.815437714776659,-0.913445814,1.26647581071912,-1.608877297,0
20120405 8:00,1.26833318331349,-1.517558961,1.52782583620155,-1.974358865,0.0147513162789033
20120405 9:00,0.470878752202777,-2.42590175,1.22118208120324,-2.963949553,0.00506296395486818
20120405 10:00,-0.041479611,-2.296604152,0.981697994107781,-4.308812828,0.0773423523560552
20120405 11:00,-0.219461013,-2.16024408,0.657353241367633,-5.214689861,0.220749925483323
20120405 12:00,-0.450796109,-2.181431501,-0.069428901,-5.778906285,0.166525699189719
20120405 13:00,-0.654843438,-2.18958051,-0.7712214,-6.037533838,0.120853300487297
20120405 14:00,-0.781507548,-2.241734163,-1.236653517,-6.305689774,0.160699179801211
20120405 15:00,-0.795762351,-2.34767127,-1.360039884,-6.645308587,0.182689594809686
20120405 16:00,-0.827530199,-2.48837748,-1.504250953,-7.029846922,0.291044066389836
20120405 17:00,-0.774991066,-2.693189221,-1.43188511,-7.347686572,0.341133345137168
20120405 18:00,-0.83038116,-2.981120847,-1.495921072,-7.731544308,0.539986834514566
20120405 19:00,-0.905320698,-3.248951585,-1.700523781,-7.98472707,0.657738914345747
20120405 20:00,-0.931793904,-3.599358941,-1.716142309,-8.229062048,0.792970573387528
20120405 21:00,-0.754627061,-3.855781068,-1.399086202,-8.637421341,0.751621075827465
20120405 22:00,-0.691498646,-4.646778138,-1.071097126,-8.742914159,0.677755840797159
20120405 23:00,-0.763179944,-5.395943632,-1.049231188,-8.88107572,0.650314810435588
20120406 0:00,-0.577867499,-6.255935639,-0.729051376,-9.406498011,0.545437446710902
20120406 1:00,-0.183015853,-7.003257012,-0.082540239,-10.37655516,0.612630386954123
20120406 2:00,0.201632636882008,-7.627773506,0.466444926028842,-11.21187434,0.885443077637331
20120406 3:00,1.37938061135664,-7.830207085,2.08401283330054,-11.5256794,0.782633197156067
20120406 4:00,4.9549929946545,-8.02017408,7.33501217,-11.99190407,0.904332285668989
20120406 5:00,7.502813188,-3.37963659,11.5336857295499,-4.86852917,0.974532476083808
20120406 6:00,8.57106963738258,-3.50430243,13.183142296764,-5.250325329,0.972464992840386
20120406 7:00,8.46729071319686,-3.32680202,13.2231594386524,-4.979108097,0.851799617538318
20120406 8:00,8.87669380860842,-0.895224489,14.0804016500438,-1.294887244,0.856122529203216
20120406 9:00,7.52423544341746,0.766986713360236,11.9719984867967,1.44343549571138,0.977821651388265
20120406 10:00,6.30507110929074,1.58859396490903,10.077436925516,2.82268345662137,0.977915628186308
20120406 11:00,6.29697825740469,2.35261747122644,9.94362960732655,4.05698336530139,0.976224051082804
20120406 12:00,5.62241525019752,3.06380640717691,9.00322677294826,5.22702795185883,0.969833650913214
20120406 13:00,4.95784929532017,3.09170780950552,8.2310209880698,5.36076868046278,0.948595023982736
20120406 14:00,4.27614553644884,2.71711664207251,7.3806567229405,4.89006108816956,0.928202226115785
20120406 15:00,3.33832681788982,2.5758286898553,6.01569702383956,4.88333669399394,0.905459991461696
20120406 16:00,3.13695762096065,2.30690666315617,5.70431363852016,4.58821050517517,0.83883091621575
20120406 17:00,3.07554715664891,1.88838562822705,5.79185113640111,3.97404917046877,0.783572958822973
20120406 18:00,2.63282055347131,1.5583179751482,5.29163686279564,3.57282698465693,0.669204016362738
20120406 19:00,2.25912121638053,1.39447144232489,4.64761098552859,3.36511792012119,0.699370344404446
20120406 20:00,2.22198930772692,1.24605972781101,4.58570946916992,3.09315353346288,0.443567323687529
20120406 21:00,1.7202324907923,0.801418231127454,4.1548999260272,2.6388833491545,0.34461045509714
20120406 22:00,2.58997604348638,0.463633168893883,3.86039877244198,1.08330682986165,0.306268200342897
20120406 23:00,3.4601956462914,1.77084355033206,4.80017633897826,2.5253158030774,0.171224504367488
20120407 0:00,3.45971959618045,2.00652135298009,4.70701143051924,2.78308424647607,0.011826307117323
20120407 1:00,3.22567100372682,2.10484341998937,4.35509626627416,2.88060755596737,0.0914387720983781
20120407 2:00,3.52097578167892,1.46869921055957,4.73085860988639,2.00122162632621,0.0505591585285304
20120407 3:00,3.22744727306789,1.16349707539962,4.33207866482777,1.55411991557825,0.0759327130124578
20120407 4:00,3.04848813695557,0.777397988751478,4.06564992808587,1.01682477614914,0.157973870546282
