date,风速,预测功率,风向,温度,湿度,气压,实际风速,实际功率（计量口径一）,Target
2021/03/03 07:00:00,6.0,0.047142,173,0.9,82,1013,5.8,34826.0,0.033606
2021/03/03 07:15:00,6.0,0.045717,173,1.1,81,1013,6.5,49095.0,0.048182
2021/03/03 07:30:00,6.0,0.0427,172,1.6,79,1013,6.4,46811.0,0.046277
2021/03/03 07:45:00,6.0,0.039683,171,2.0,77,1013,6.5,50494.0,0.049942
2021/03/03 08:00:00,5.9,0.036666,170,2.5,75,1013,7.1,62188.0,0.060423
2021/03/03 08:15:00,5.8,0.033846,170,3.0,73,1013,6.7,53797.0,0.053274
2021/03/03 08:30:00,5.5,0.031224,170,3.5,70,1013,6.6,50754.0,0.049221
2021/03/03 08:45:00,5.2,0.028601,168,4.0,67,1013,6.0,43286.0,0.04268
2021/03/03 09:00:00,4.9,0.025979,167,4.5,64,1013,6.2,41579.0,0.040228
2021/03/03 09:15:00,4.7,0.024289,167,4.9,62,1013,5.4,31059.0,0.031468
2021/03/03 09:30:00,4.7,0.023531,168,5.4,59,1013,5.1,27339.0,0.028854
2021/03/03 09:45:00,4.6,0.022773,167,5.8,56,1013,5.2,28147.0,0.028041
2021/03/03 10:00:00,4.6,0.022015,169,6.3,53,1013,5.1,23518.0,0.023839
2021/03/03 10:15:00,4.6,0.021953,169,6.7,50,1013,5.4,27116.0,0.026016
2021/03/03 10:30:00,4.7,0.022587,168,7.1,48,1013,5.2,26744.0,0.025298
2021/03/03 10:45:00,4.8,0.023222,168,7.5,45,1012,4.9,22437.0,0.023216
2021/03/03 11:00:00,4.9,0.023856,167,7.9,43,1012,5.5,28283.0,0.026496
2021/03/03 11:15:00,5.0,0.024704,167,8.3,41,1012,5.2,24846.0,0.024501
2021/03/03 11:30:00,5.1,0.025767,168,8.7,40,1012,5.3,27158.0,0.025399
2021/03/03 11:45:00,5.2,0.02683,169,9.0,39,1012,5.8,35801.0,0.033681
2021/03/03 12:00:00,5.3,0.027893,169,9.4,38,1012,6.7,51334.0,0.052544
2021/03/03 12:15:00,5.4,0.029046,169,9.7,37,1012,6.1,43902.0,0.04352
2021/03/03 12:30:00,5.5,0.030289,168,10.0,36,1012,6.9,54200.0,0.0527
2021/03/03 12:45:00,5.6,0.031532,168,10.3,36,1011,6.9,56494.0,0.057082
2021/03/03 13:00:00,5.7,0.032775,167,10.6,35,1011,6.9,52393.0,0.053207
2021/03/03 13:15:00,5.7,0.033814,167,10.8,35,1011,6.3,44937.0,0.045363
2021/03/03 13:30:00,5.9,0.034649,166,10.9,35,1011,6.2,43488.0,0.04432
2021/03/03 13:45:00,5.9,0.035484,166,11.0,36,1010,6.2,39937.0,0.040605
2021/03/03 14:00:00,6.0,0.036319,165,11.1,36,1010,5.8,36304.0,0.037665
2021/03/03 14:15:00,6.0,0.036812,165,11.1,36,1010,5.7,29953.0,0.03114
2021/03/03 14:30:00,5.9,0.036963,164,11.1,37,1010,5.8,30300.0,0.027884
2021/03/03 14:45:00,5.9,0.037115,164,11.2,37,1009,5.6,29294.0,0.028786
2021/03/03 15:00:00,5.9,0.037266,163,11.2,38,1009,5.2,22769.0,0.022811
2021/03/03 15:15:00,5.9,0.037237,162,11.2,38,1009,5.2,22599.0,0.021164
2021/03/03 15:30:00,5.9,0.037026,161,11.1,39,1009,5.1,21966.0,0.021049
2021/03/03 15:45:00,5.9,0.036815,160,11.1,39,1008,5.4,23659.0,0.022989
2021/03/03 16:00:00,6.0,0.036604,159,11.0,40,1008,5.6,27020.0,0.02586
2021/03/03 16:15:00,6.0,0.036043,159,10.9,41,1008,5.5,28251.0,0.029327
2021/03/03 16:30:00,5.9,0.035132,158,10.7,42,1008,5.5,27806.0,0.026813
2021/03/03 16:45:00,5.9,0.03422,157,10.4,44,1008,5.6,29976.0,0.029476
2021/03/03 17:00:00,5.8,0.033309,156,10.2,45,1008,5.6,29213.0,0.028368
2021/03/03 17:15:00,5.7,0.033153,155,9.9,47,1008,5.2,27514.0,0.028438
2021/03/03 17:30:00,5.8,0.033754,156,9.4,48,1008,5.1,23002.0,0.022959
2021/03/03 17:45:00,6.0,0.034354,155,9.0,50,1008,4.7,17075.0,0.016936
2021/03/03 18:00:00,6.0,0.034955,156,8.5,51,1008,4.8,19358.0,0.018855
2021/03/03 18:15:00,6.1,0.035756,157,8.2,53,1008,5.0,21031.0,0.021596
2021/03/03 18:30:00,6.1,0.036757,159,7.9,54,1008,5.2,23640.0,0.022997
2021/03/03 18:45:00,6.1,0.037758,162,7.6,56,1008,5.5,27105.0,0.027437
2021/03/03 19:00:00,6.1,0.038759,164,7.3,57,1008,5.9,36830.0,0.034983
2021/03/03 19:15:00,6.1,0.039585,167,7.0,59,1008,6.2,42969.0,0.042054
2021/03/03 19:30:00,6.1,0.040235,170,6.8,60,1008,5.9,35448.0,0.034496
2021/03/03 19:45:00,6.1,0.040886,172,6.6,62,1009,5.9,35313.0,0.034321
2021/03/03 20:00:00,6.1,0.041536,175,6.4,63,1009,5.7,32280.0,0.03159
2021/03/03 20:15:00,6.1,0.042259,177,6.2,65,1009,5.6,30876.0,0.030382
2021/03/03 20:30:00,6.1,0.043054,177,6.0,66,1009,6.0,35340.0,0.034775
2021/03/03 20:45:00,6.1,0.04385,177,5.7,67,1009,6.3,39359.0,0.039447
2021/03/03 21:00:00,6.1,0.044645,177,5.5,68,1009,6.2,39008.0,0.038638
2021/03/03 21:15:00,6.1,0.045483,176,5.3,70,1009,6.0,37853.0,0.03737
2021/03/03 21:30:00,6.1,0.046364,175,5.0,72,1009,5.8,30355.0,0.029578
2021/03/03 21:45:00,6.2,0.047245,174,4.7,73,1009,5.6,30808.0,0.03149
2021/03/03 22:00:00,6.2,0.048126,174,4.4,75,1009,5.5,28105.0,0.027246
2021/03/03 22:15:00,6.3,0.048878,172,4.2,77,1009,5.6,29612.0,0.030149
2021/03/03 22:30:00,6.3,0.049502,169,4.1,78,1009,5.7,30600.0,0.028926
2021/03/03 22:45:00,6.4,0.050127,166,4.0,79,1009,5.4,27810.0,0.028266
2021/03/03 23:00:00,6.5,0.050751,164,3.9,80,1009,4.9,22025.0,0.022296
2021/03/03 23:15:00,6.5,0.051072,162,3.8,80,1009,4.9,20998.0,0.02116
2021/03/03 23:30:00,6.5,0.05109,161,3.8,81,1009,5.2,21378.0,0.020312
2021/03/03 23:45:00,6.6,0.051107,160,3.9,81,1008,4.7,17462.0,0.017705
2021/03/04 00:00:00,7.1,0.059336,176,3.1,83,1008,4.7,16883.0,0.016838
2021/03/04 00:15:00,7.0,0.058335,178,3.0,85,1008,4.7,17764.0,0.016914
2021/03/04 00:30:00,6.9,0.056686,178,2.9,86,1008,5.1,21196.0,0.020378
2021/03/04 00:45:00,6.7,0.055037,179,2.8,87,1008,5.2,23778.0,0.023546
2021/03/04 01:00:00,6.6,0.053388,180,2.7,88,1008,5.1,23072.0,0.023145
2021/03/04 01:15:00,6.4,0.051496,180,2.5,89,1008,5.3,24548.0,0.023958
2021/03/04 01:30:00,6.2,0.049361,181,2.4,90,1008,5.3,24706.0,0.023668
2021/03/04 01:45:00,6.1,0.047226,182,2.3,90,1008,5.4,26346.0,0.025974
2021/03/04 02:00:00,5.9,0.045091,183,2.2,91,1008,5.2,26275.0,0.026852
2021/03/04 02:15:00,5.8,0.043135,183,2.0,91,1008,4.8,18696.0,0.018762
2021/03/04 02:30:00,5.7,0.04136,183,1.9,92,1008,5.1,21759.0,0.021214
2021/03/04 02:45:00,5.6,0.039585,184,1.8,92,1007,4.7,15799.0,0.016069
2021/03/04 03:00:00,5.5,0.03781,184,1.7,93,1007,4.7,15373.0,0.015019
2021/03/04 03:15:00,5.4,0.03623,184,1.5,93,1007,4.8,18964.0,0.018461
2021/03/04 03:30:00,5.3,0.034846,184,1.3,93,1007,4.6,17581.0,0.0171
2021/03/04 03:45:00,5.2,0.033462,184,1.0,94,1006,4.7,17833.0,0.017094
2021/03/04 04:00:00,5.1,0.032078,184,0.8,94,1006,4.6,18183.0,0.018369
2021/03/04 04:15:00,5.0,0.031099,185,0.7,94,1006,4.5,15190.0,0.015172
2021/03/04 04:30:00,5.1,0.030524,183,0.7,94,1006,4.7,15463.0,0.015038
2021/03/04 04:45:00,5.1,0.029949,182,0.7,95,1006,4.2,12230.0,0.011971
2021/03/04 05:00:00,5.2,0.029374,181,0.7,95,1006,4.2,10317.0,0.009854
2021/03/04 05:15:00,5.2,0.029192,181,0.7,95,1006,4.4,12520.0,0.012559
2021/03/04 05:30:00,5.3,0.029403,180,0.6,95,1006,4.1,10299.0,0.010561
2021/03/04 05:45:00,5.3,0.029614,180,0.6,96,1006,3.9,8657.0,0.00849
2021/03/04 06:00:00,5.4,0.029825,179,0.5,96,1006,3.8,8414.0,0.008128
2021/03/04 06:15:00,5.4,0.029905,179,0.6,96,1006,3.6,7278.0,0.006981
2021/03/04 06:30:00,5.4,0.029854,179,0.7,96,1006,3.2,4884.0,0.005209
2021/03/04 06:45:00,5.3,0.029803,179,0.8,97,1007,2.9,2358.0,0.002444
2021/03/04 07:00:00,5.3,0.029752,179,0.9,97,1007,2.8,1254.0,0.001033
2021/03/04 07:15:00,5.2,0.028318,179,1.2,96,1007,2.8,1914.0,0.001691
2021/03/04 07:30:00,5.1,0.025503,179,1.9,95,1007,2.9,2182.0,0.002092
2021/03/04 07:45:00,5.0,0.022688,179,2.5,93,1007,3.3,3888.0,0.003575
2021/03/04 08:00:00,4.9,0.019873,179,3.2,92,1007,3.4,5093.0,0.005105
2021/03/04 08:15:00,4.6,0.017063,179,3.9,90,1007,3.4,5156.0,0.004996
2021/03/04 08:30:00,4.2,0.014258,179,4.7,87,1007,3.4,4637.0,0.004678
2021/03/04 08:45:00,3.8,0.011453,177,5.4,84,1007,3.2,3710.0,0.003793
2021/03/04 09:00:00,3.4,0.008648,177,6.2,81,1007,3.0,2509.0,0.002118
2021/03/04 09:15:00,3.2,0.006723,176,6.9,78,1007,2.8,1288.0,0.001619
2021/03/04 09:30:00,3.1,0.005677,178,7.6,75,1007,2.5,313.0,0.000325
2021/03/04 09:45:00,3.1,0.00463,178,8.3,73,1007,2.2,-111.0,-0.000308
2021/03/04 10:00:00,3.0,0.003584,180,9.0,70,1007,1.8,-107.0,-0.000327
2021/03/04 10:15:00,3.0,0.002906,180,9.6,68,1007,1.8,-105.0,-0.000304
2021/03/04 10:30:00,3.0,0.002597,182,10.2,65,1007,2.1,-95.0,-0.00029
2021/03/04 10:45:00,2.9,0.002288,184,10.8,63,1007,2.4,-119.0,-0.00038
2021/03/04 11:00:00,2.9,0.001979,186,11.4,60,1007,2.1,-81.0,-0.00027
2021/03/04 11:15:00,2.9,0.001793,190,11.9,58,1007,2.3,-110.0,-0.000334
2021/03/04 11:30:00,3.0,0.001731,192,12.3,57,1007,2.2,-81.0,-0.000275
2021/03/04 11:45:00,2.9,0.001669,196,12.8,56,1007,2.2,-90.0,-0.000289
2021/03/04 12:00:00,2.9,0.001607,198,13.2,55,1007,2.4,-119.0,-0.000281
2021/03/04 12:15:00,3.0,0.001581,201,13.6,54,1007,2.5,-96.0,-0.000292
2021/03/04 12:30:00,3.0,0.001591,204,13.9,53,1007,2.6,-296.0,-0.000312
2021/03/04 12:45:00,3.0,0.001602,206,14.2,52,1006,2.3,-92.0,-0.000347
2021/03/04 13:00:00,3.0,0.001612,208,14.5,51,1006,2.3,-103.0,-0.000306
2021/03/04 13:15:00,3.0,0.001627,208,14.7,51,1006,2.5,-85.0,-0.000278
2021/03/04 13:30:00,3.0,0.001647,210,14.9,50,1006,2.2,-113.0,-0.000309
2021/03/04 13:45:00,3.0,0.001668,210,15.0,49,1005,2.1,-123.0,-0.000298
2021/03/04 14:00:00,3.1,0.001688,212,15.2,48,1005,2.1,-96.0,-0.000301
2021/03/04 14:15:00,3.1,0.001716,212,15.3,48,1005,2.0,-113.0,-0.000303
2021/03/04 14:30:00,3.1,0.001751,209,15.4,47,1005,2.2,-119.0,-0.000297
2021/03/04 14:45:00,3.1,0.001786,209,15.5,47,1005,2.5,-128.0,-0.000308
2021/03/04 15:00:00,3.1,0.001821,207,15.6,46,1005,2.1,-80.0,-0.000273
2021/03/04 15:15:00,3.1,0.001894,207,15.6,46,1005,2.2,-96.0,-0.000294
2021/03/04 15:30:00,3.2,0.002005,204,15.5,46,1005,2.2,-115.0,-0.000328
2021/03/04 15:45:00,3.2,0.002116,202,15.4,46,1004,2.4,-91.0,-0.000295
2021/03/04 16:00:00,3.3,0.002227,200,15.3,46,1004,2.7,-178.0,-0.000314
2021/03/04 16:15:00,3.4,0.002414,197,15.1,47,1004,2.8,66.0,-0.000362
2021/03/04 16:30:00,3.4,0.002676,194,14.8,50,1004,3.3,1543.0,0.000597
2021/03/04 16:45:00,3.4,0.002937,188,14.4,53,1004,2.9,1231.0,0.001003
2021/03/04 17:00:00,3.5,0.003199,185,14.1,56,1004,3.2,2308.0,0.002402
2021/03/04 17:15:00,3.8,0.003936,183,13.4,59,1004,3.0,1786.0,0.001786
2021/03/04 17:30:00,4.1,0.005147,183,12.4,62,1004,2.7,1110.0,0.001359
2021/03/04 17:45:00,4.5,0.006358,183,11.4,65,1005,3.0,1592.0,0.001329
2021/03/04 18:00:00,4.8,0.007569,182,10.4,68,1005,3.8,5297.0,0.004839
2021/03/04 18:15:00,5.0,0.008712,182,9.7,71,1005,4.2,10130.0,0.009858
2021/03/04 18:30:00,5.0,0.009788,182,9.3,72,1005,4.8,18992.0,0.01881
2021/03/04 18:45:00,5.0,0.010865,181,8.9,73,1005,4.4,14727.0,0.015298
2021/03/04 19:00:00,5.0,0.011941,181,8.5,74,1005,3.3,5623.0,0.005704
2021/03/04 19:15:00,5.0,0.013144,181,8.1,76,1005,2.9,2315.0,0.002261
2021/03/04 19:30:00,4.9,0.014474,180,7.8,77,1005,2.4,221.0,0.000114
2021/03/04 19:45:00,4.9,0.015804,180,7.4,78,1006,2.6,-9.0,-0.000244
2021/03/04 20:00:00,4.8,0.017134,179,7.1,79,1006,2.9,81.0,-0.000133
2021/03/04 20:15:00,4.9,0.01886,179,6.9,79,1006,2.8,-46.0,-0.000218
2021/03/04 20:30:00,5.1,0.020982,179,6.8,79,1006,3.1,509.0,0.000349
2021/03/04 20:45:00,5.3,0.023105,179,6.8,79,1006,3.2,3065.0,0.002999
2021/03/04 21:00:00,5.5,0.025227,179,6.7,79,1006,3.7,8029.0,0.007592
2021/03/04 21:15:00,5.7,0.027021,179,6.7,79,1006,4.4,13814.0,0.013417
2021/03/04 21:30:00,5.8,0.028487,180,6.6,80,1006,4.7,17726.0,0.016993
2021/03/04 21:45:00,6.0,0.029954,180,6.6,80,1007,5.1,23312.0,0.022809
2021/03/04 22:00:00,6.1,0.03142,181,6.5,81,1007,5.1,23911.0,0.02284
2021/03/04 22:15:00,6.2,0.032019,180,6.4,82,1007,5.6,29155.0,0.028648
2021/03/04 22:30:00,6.2,0.031751,180,6.3,83,1007,5.7,31867.0,0.032056
2021/03/04 22:45:00,6.1,0.031484,178,6.1,84,1007,6.1,34717.0,0.034409
2021/03/04 23:00:00,6.1,0.031216,177,6.0,85,1007,5.3,26346.0,0.026745
2021/03/04 23:15:00,6.1,0.030442,175,5.8,85,1007,4.9,18255.0,0.018129
2021/03/04 23:30:00,6.0,0.029162,174,5.7,86,1007,4.7,16772.0,0.016531
2021/03/04 23:45:00,5.9,0.027881,173,5.6,87,1007,4.8,16306.0,0.016019
2021/03/05 00:00:00,5.7,0.029439,188,6.0,92,1007,4.5,14238.0,0.013748
2021/03/05 00:15:00,5.6,0.028972,190,5.9,92,1007,5.1,20995.0,0.020445
2021/03/05 00:30:00,5.6,0.028886,195,5.8,92,1007,4.9,18807.0,0.019391
2021/03/05 00:45:00,5.6,0.0288,200,5.7,92,1007,3.9,8468.0,0.008642
2021/03/05 01:00:00,5.5,0.025988,187,4.8,89,1006,4.2,11396.0,0.011067
2021/03/05 01:15:00,5.5,0.025453,188,4.8,89,1006,4.0,11058.0,0.011046
2021/03/05 01:30:00,5.4,0.025444,190,4.9,88,1006,4.0,10967.0,0.010736
2021/03/05 01:45:00,5.4,0.025436,191,5.0,88,1006,3.9,10141.0,0.009911
2021/03/05 02:00:00,5.3,0.025427,192,5.1,87,1006,4.2,12744.0,0.012337
2021/03/05 02:15:00,5.2,0.025117,193,5.0,87,1006,4.1,12528.0,0.012597
2021/03/05 02:30:00,5.2,0.024504,197,4.9,88,1006,3.7,9012.0,0.008667
2021/03/05 02:45:00,5.2,0.023892,200,4.8,88,1006,3.7,9428.0,0.009034
2021/03/05 03:00:00,5.2,0.023279,204,4.7,89,1006,3.6,7706.0,0.007718
2021/03/05 03:15:00,5.3,0.022864,207,4.6,89,1006,3.7,7323.0,0.006884
2021/03/05 03:30:00,5.2,0.020681,221,5.8,91,1007,4.0,10858.0,0.010424
2021/03/05 03:45:00,4.8,0.019488,220,5.8,92,1007,4.0,9956.0,0.010164
2021/03/05 04:00:00,4.6,0.018295,218,5.7,92,1007,3.5,7210.0,0.007009
2021/03/05 04:15:00,4.3,0.017457,216,5.6,92,1007,3.7,8367.0,0.008325
2021/03/05 04:30:00,3.9,0.016974,210,5.3,93,1007,3.6,8736.0,0.008185
2021/03/05 04:45:00,3.6,0.01649,204,5.1,93,1006,4.1,12590.0,0.012166
2021/03/05 05:00:00,3.4,0.016007,197,4.8,94,1006,4.5,15759.0,0.015325
2021/03/05 05:15:00,3.4,0.016169,190,4.8,94,1006,4.4,14782.0,0.01451
2021/03/05 05:30:00,3.4,0.016976,182,4.9,94,1006,4.5,16188.0,0.01618
2021/03/05 05:45:00,3.5,0.016882,200,4.5,89,1006,4.9,21046.0,0.020598
2021/03/05 06:00:00,3.3,0.016389,192,4.6,89,1006,5.3,28864.0,0.02841
2021/03/05 06:15:00,3.1,0.016163,182,4.7,89,1006,5.0,21937.0,0.021754
2021/03/05 06:30:00,3.0,0.016202,171,4.8,89,1006,5.0,24253.0,0.023796
2021/03/05 06:45:00,3.2,0.016242,158,4.9,88,1006,5.8,32818.0,0.031906
2021/03/05 07:00:00,3.5,0.016281,147,5.0,88,1006,6.6,43077.0,0.042316
2021/03/05 07:15:00,3.8,0.016206,140,5.3,87,1006,6.0,40275.0,0.039777
2021/03/05 07:30:00,4.2,0.016016,136,5.8,85,1006,6.5,40891.0,0.040114
2021/03/05 07:45:00,4.6,0.015826,132,6.3,83,1006,7.1,54221.0,0.053308
2021/03/05 08:00:00,4.9,0.018234,148,6.8,86,1006,7.4,59508.0,0.057213
2021/03/05 08:15:00,4.8,0.017083,149,7.5,84,1006,6.5,48156.0,0.047413
2021/03/05 08:30:00,4.5,0.015432,148,8.3,81,1006,6.0,37454.0,0.035791
2021/03/05 08:45:00,4.2,0.013781,147,9.1,78,1006,5.2,25637.0,0.025837
2021/03/05 09:00:00,3.9,0.01213,145,9.9,75,1006,4.8,18778.0,0.019019
2021/03/05 09:15:00,3.7,0.010632,145,10.7,73,1006,4.5,16292.0,0.0161
2021/03/05 09:30:00,3.7,0.009287,147,11.4,71,1006,3.7,7349.0,0.006668
2021/03/05 09:45:00,3.6,0.007941,148,12.1,68,1006,3.3,3989.0,0.005041
2021/03/05 10:00:00,3.7,0.006596,151,12.8,66,1006,3.2,2699.0,0.001915
2021/03/05 10:15:00,3.7,0.005816,153,13.4,64,1006,3.4,2625.0,0.002754
2021/03/05 10:30:00,3.8,0.005602,153,13.9,62,1006,3.8,6513.0,0.006194
2021/03/05 10:45:00,3.8,0.006398,145,12.8,61,1007,3.7,6515.0,0.006282
2021/03/05 11:00:00,3.7,0.006188,144,13.1,60,1007,3.8,7644.0,0.008078
2021/03/05 11:15:00,3.8,0.00618,143,13.4,59,1007,3.5,4881.0,0.004566
2021/03/05 11:30:00,3.9,0.006373,140,13.8,58,1007,3.4,2745.0,0.003248
2021/03/05 11:45:00,3.9,0.005202,156,15.7,55,1006,3.2,2854.0,0.002556
2021/03/05 12:00:00,3.9,0.005256,156,16.0,54,1006,3.4,2873.0,0.002324
2021/03/05 12:15:00,3.9,0.005392,156,16.1,53,1006,3.8,5908.0,0.005687
2021/03/05 12:30:00,4.0,0.005609,155,16.2,53,1006,3.8,7927.0,0.008469
2021/03/05 12:45:00,4.0,0.005826,153,16.2,52,1006,4.1,8742.0,0.008489
2021/03/05 13:00:00,4.1,0.006043,152,16.3,52,1006,4.1,8656.0,0.009387
2021/03/05 13:15:00,4.0,0.006135,150,16.3,52,1006,4.3,9297.0,0.010458
2021/03/05 13:30:00,4.0,0.0061,146,16.3,52,1006,3.7,5150.0,0.006005
2021/03/05 13:45:00,3.8,0.006066,141,16.4,51,1005,3.3,1764.0,0.001596
2021/03/05 14:00:00,3.8,0.006031,137,16.4,51,1005,3.1,498.0,0.001295
2021/03/05 14:15:00,3.9,0.006041,134,16.4,51,1005,3.2,1671.0,0.00052
2021/03/05 14:30:00,3.9,0.006094,132,16.4,51,1005,3.2,1062.0,0.000916
2021/03/05 14:45:00,4.0,0.006147,129,16.3,52,1005,3.2,998.0,0.000603
2021/03/05 15:00:00,4.0,0.0062,127,16.3,52,1005,3.3,1484.0,0.001631
2021/03/05 15:15:00,4.0,0.006345,127,16.9,41,1004,3.3,1056.0,0.00141
2021/03/05 15:30:00,4.0,0.006264,125,16.8,42,1004,3.1,2205.0,0.001632
2021/03/05 15:45:00,4.0,0.006184,123,16.7,43,1004,3.2,612.0,0.000552
2021/03/05 16:00:00,4.1,0.005576,127,16.0,53,1005,3.0,370.0,0.000241
2021/03/05 16:15:00,4.1,0.005589,127,15.9,54,1005,3.5,1154.0,0.000514
2021/03/05 16:30:00,4.0,0.006789,113,15.8,49,1004,2.9,1115.0,0.001299
2021/03/05 16:45:00,3.9,0.006014,128,15.3,58,1005,3.4,3593.0,0.002877
2021/03/05 17:00:00,3.8,0.006226,129,15.0,60,1005,3.8,5345.0,0.005039
2021/03/05 17:15:00,3.8,0.007171,125,14.5,63,1005,3.4,4975.0,0.005013
2021/03/05 17:30:00,3.7,0.008848,117,13.6,67,1005,3.4,5418.0,0.005468
2021/03/05 17:45:00,3.7,0.010526,109,12.7,70,1006,4.2,11106.0,0.010536
2021/03/05 18:00:00,3.8,0.012203,101,11.8,74,1006,4.8,17177.0,0.016495
2021/03/05 18:15:00,4.0,0.014322,94,11.2,76,1006,5.0,19205.0,0.018831
2021/03/05 18:30:00,4.3,0.016883,90,11.1,76,1006,5.0,19269.0,0.019457
2021/03/05 18:45:00,4.6,0.019444,86,10.9,77,1006,4.7,16939.0,0.017227
2021/03/05 19:00:00,4.9,0.022005,83,10.8,77,1006,5.2,22589.0,0.021143
2021/03/05 19:15:00,5.3,0.025083,79,10.6,78,1006,4.9,19806.0,0.019644
2021/03/05 19:30:00,5.6,0.028679,76,10.4,79,1006,5.1,20695.0,0.020734
2021/03/05 19:45:00,5.9,0.032275,74,10.1,80,1007,5.2,21622.0,0.021575
2021/03/05 20:00:00,6.2,0.035871,72,9.9,81,1007,5.5,24111.0,0.023835
2021/03/05 20:15:00,6.3,0.039467,72,9.7,81,1007,6.0,33042.0,0.032187
2021/03/05 20:30:00,6.2,0.043062,74,9.4,82,1007,5.5,30226.0,0.029436
2021/03/05 20:45:00,6.1,0.046657,75,9.2,82,1008,6.8,55053.0,0.050652
2021/03/05 21:00:00,6.1,0.050252,77,8.9,83,1008,7.3,67479.0,0.06819
2021/03/05 21:15:00,6.1,0.053078,76,8.7,83,1008,7.4,68924.0,0.065492
2021/03/05 21:30:00,6.2,0.055133,72,8.5,84,1008,7.7,71323.0,0.07439
2021/03/05 21:45:00,6.2,0.057189,68,8.4,84,1009,8.1,77854.0,0.079728
2021/03/05 22:00:00,6.3,0.054772,75,7.8,85,1008,8.8,84682.0,0.082896
2021/03/05 22:15:00,6.4,0.055965,74,7.6,85,1008,9.2,88753.0,0.08788
2021/03/05 22:30:00,6.5,0.057243,71,7.5,86,1008,8.9,82331.0,0.086042
2021/03/05 22:45:00,6.5,0.058521,67,7.4,87,1008,8.6,84120.0,0.0881
2021/03/05 23:00:00,6.6,0.059799,65,7.3,88,1008,9.0,86331.0,0.089224
2021/03/05 23:15:00,6.7,0.061173,62,7.1,88,1008,9.5,88913.0,0.088548
2021/03/05 23:30:00,6.8,0.062643,57,7.0,89,1008,8.9,85508.0,0.084763
2021/03/05 23:45:00,6.9,0.064113,54,6.9,90,1009,9.9,90454.0,0.090308
2021/03/06 00:00:00,9.2,0.083655,46,6.6,76,1012,9.4,88423.0,0.093762
2021/03/06 00:15:00,9.2,0.083731,48,6.4,78,1012,9.6,85318.0,0.091694
2021/03/06 00:30:00,9.2,0.083532,50,6.3,81,1012,9.3,88269.0,0.087275
2021/03/06 00:45:00,9.3,0.083333,52,6.2,84,1012,9.4,86163.0,0.086196
2021/03/06 01:00:00,9.4,0.083134,55,6.1,87,1012,8.9,84610.0,0.090485
2021/03/06 01:15:00,9.5,0.082708,56,6.0,88,1012,9.3,85995.0,0.088858
2021/03/06 01:30:00,9.5,0.082057,57,5.9,88,1012,9.5,90459.0,0.090928
2021/03/06 01:45:00,9.6,0.081405,57,5.8,87,1013,9.2,89832.0,0.093225
2021/03/06 02:00:00,9.7,0.080754,58,5.7,87,1013,9.5,91202.0,0.091226
2021/03/06 02:15:00,9.6,0.080381,59,5.7,86,1013,8.7,85132.0,0.08793
2021/03/06 02:30:00,9.6,0.080287,59,5.6,85,1013,9.3,88386.0,0.090168
2021/03/06 02:45:00,9.5,0.080193,60,5.6,84,1013,9.3,89103.0,0.089106
2021/03/06 03:00:00,9.5,0.080099,60,5.5,83,1013,9.3,90125.0,0.093496
2021/03/06 03:15:00,9.4,0.08032,60,5.5,81,1013,9.1,90672.0,0.090465
2021/03/06 03:30:00,9.3,0.080855,58,5.4,80,1013,9.0,86729.0,0.091817
2021/03/06 03:45:00,9.3,0.08139,56,5.4,79,1013,9.3,89919.0,0.092447
2021/03/06 04:00:00,9.2,0.081925,54,5.3,78,1013,8.9,89937.0,0.086356
2021/03/06 04:15:00,9.1,0.082105,52,5.3,76,1013,9.3,86579.0,0.08864
2021/03/06 04:30:00,8.9,0.08193,50,5.2,74,1013,8.1,80373.0,0.0812
2021/03/06 04:45:00,8.9,0.081755,48,5.1,72,1013,7.4,66650.0,0.063749
2021/03/06 05:00:00,8.7,0.08158,46,5.0,70,1013,7.2,57702.0,0.054231
2021/03/06 05:15:00,8.6,0.081488,44,4.9,68,1013,7.0,61334.0,0.060639
2021/03/06 05:30:00,8.6,0.081479,43,4.8,67,1013,7.2,62761.0,0.06621
2021/03/06 05:45:00,8.6,0.081469,42,4.7,65,1014,8.1,77137.0,0.075684
2021/03/06 06:00:00,8.6,0.08146,41,4.6,64,1014,7.9,73439.0,0.074704
2021/03/06 06:15:00,8.7,0.081354,40,4.4,62,1014,7.6,72323.0,0.075572
2021/03/06 06:30:00,8.7,0.081153,39,4.3,61,1014,7.9,75174.0,0.072041
2021/03/06 06:45:00,8.8,0.080951,38,4.2,60,1015,8.3,83396.0,0.080928
2021/03/06 07:00:00,8.8,0.08075,37,4.1,59,1015,8.0,76627.0,0.075983
2021/03/06 07:15:00,8.9,0.080244,37,4.0,58,1015,8.2,81152.0,0.083067
2021/03/06 07:30:00,8.8,0.079433,38,3.9,57,1015,8.1,77680.0,0.078936
2021/03/06 07:45:00,9.0,0.078622,39,3.9,56,1016,8.1,77794.0,0.07846
2021/03/06 08:00:00,8.9,0.077811,40,3.8,55,1016,6.8,58548.0,0.058193
2021/03/06 08:15:00,9.0,0.07697,40,3.8,54,1016,7.2,64454.0,0.066252
2021/03/06 08:30:00,8.9,0.0761,40,3.9,53,1016,7.3,69745.0,0.071216
2021/03/06 08:45:00,8.7,0.07523,40,3.9,52,1016,7.2,62590.0,0.060644
